"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"dpy-14",1.74463981354834e-96,0.290325399497115,0.617,0.526,3.27311875419804e-92,"1","dpy-14"
"sqt-3",2.28973920427367e-93,0.376783167531522,0.61,0.516,4.29577972113784e-89,"1","sqt-3"
"dpy-17",1.41176345303101e-90,0.35801255955807,0.589,0.495,2.64860941423149e-86,"1","dpy-17"
"C02E7.6",1.04431805445297e-63,0.251656628005751,0.831,0.821,1.95924510195922e-59,"1","C02E7.6"
"cut-2",5.0586397199207e-50,0.322531582907758,0.583,0.535,9.49051397854322e-46,"1","cut-2"
"F41F3.3",1.56894297609244e-46,0.299648544834779,0.642,0.606,2.94349391744703e-42,"1","F41F3.3"
"C02E7.7",4.56704027858794e-42,0.274484999686488,0.673,0.65,8.56822426665884e-38,"1","C02E7.7"
"T05H10.3",1.20087127061867e-21,0.356555442010241,0.326,0.283,2.25295459080768e-17,"1","T05H10.3"
"dao-2",4.07358133381656e-18,0.319315621700738,0.33,0.295,7.64244594037326e-14,"1","dao-2"
"F41F3.31",2.3646322765905e-40,0.255322267972594,0.649,0.606,4.43628661411143e-36,"2","F41F3.3"
"cut-21",8.87482797217367e-37,0.26205898855727,0.585,0.535,1.6650064758595e-32,"2","cut-2"
"mup-2",4.85719290106795e-15,0.305697741256835,0.283,0.245,9.11257960169359e-11,"2","mup-2"
"T05H10.31",1.31163944072645e-13,0.302193153578163,0.317,0.284,2.4607667547469e-09,"2","T05H10.3"
"mlc-2",8.55074267382302e-09,0.295440310169697,0.262,0.239,0.000160420483303594,"2","mlc-2"
"acdh-1",1.84619426909513e-14,0.283993231656069,0.43,0.411,3.46364506824938e-10,"5","acdh-1"
"emb-9",8.1099408626535e-74,0.60900602170616,0.251,0.154,1.52150600524242e-69,"6","emb-9"
"lev-11",1.70359767643258e-21,0.355591402336853,0.329,0.273,3.19611960075517e-17,"6","lev-11"
"ttn-1",1.34526266030846e-16,0.268923267348826,0.415,0.365,2.52384727700471e-12,"6","ttn-1"
"mup-21",1.46681395916129e-12,0.293091122225544,0.285,0.245,2.75188966878249e-08,"6","mup-2"
"mlc-21",3.62089663097414e-08,0.271534795983153,0.268,0.239,0.000679316416937058,"6","mlc-2"
"C02E7.71",1.19872418830078e-116,0.504686668058747,0.722,0.648,2.24892644967109e-112,"7","C02E7.7"
