"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"T19D7.6",1.07360033212133e-51,1.69945522714318,0.771,0.107,1.33555881315893e-47,"0","T19D7.6"
"C10A4.3",3.35948766905848e-47,1.6866277079846,0.844,0.157,4.17920266030875e-43,"0","C10A4.3"
"cpl-1",6.39676869308293e-47,2.68285541758464,0.979,0.488,7.95758025419517e-43,"0","cpl-1"
"ttr-50",4.9258384332125e-42,2.54252623902046,0.99,0.54,6.12774301091635e-38,"0","ttr-50"
"aman-1",1.44456999568793e-40,1.97838200488282,0.969,0.413,1.79704507463578e-36,"0","aman-1"
"cpz-1",1.65879156966082e-40,2.20022537852163,1,0.395,2.06353671265806e-36,"0","cpz-1"
"ZK899.2",1.65210762352677e-37,1.62247545769094,0.948,0.347,2.05522188366731e-33,"0","ZK899.2"
"klo-1",1.68076352088598e-37,1.43510928574748,0.865,0.262,2.09086981998216e-33,"0","klo-1"
"cest-17",8.17293731172678e-37,1.46113612673281,0.948,0.393,1.01671340157881e-32,"0","cest-17"
"T16G12.8",1.19945754455943e-36,1.66271229635611,0.896,0.319,1.49212518543193e-32,"0","T16G12.8"
"cht-4",2.07010709115631e-36,1.27340815147399,0.875,0.22,2.57521322139845e-32,"0","cht-4"
"T12G3.4",3.12118265691217e-36,1.20366060965261,0.885,0.274,3.88275122519874e-32,"0","T12G3.4"
"C54D10.13",7.68190248595545e-35,1.36505091031376,0.833,0.244,9.55628669252858e-31,"0","C54D10.13"
"cpr-6",1.3008616785296e-34,1.73682146606086,0.979,0.679,1.61827192809082e-30,"0","cpr-6"
"ttr-52",2.39385758754265e-34,1.25370029935524,0.896,0.222,2.97795883890305e-30,"0","ttr-52"
"lam-3",2.99470158406701e-33,1.42473391246692,0.948,0.325,3.72540877057937e-29,"0","lam-3"
"atf-2",3.77244789052664e-33,0.743238873003719,0.781,0.181,4.69292517581515e-29,"0","atf-2"
"ppt-1",3.61081414456035e-32,1.51018591732243,0.99,0.292,4.49185279583308e-28,"0","ppt-1"
"C44F1.1",7.75223636377161e-32,1.27348432014764,0.76,0.228,9.64378203653188e-28,"0","C44F1.1"
"rnst-2",1.79585298787546e-31,1.26465714096069,0.948,0.25,2.23404111691707e-27,"0","rnst-2"
"C33G3.4",4.73418931961624e-31,1.34713256656289,0.979,0.282,5.8893315136026e-27,"0","C33G3.4"
"C07B5.4",8.82471205414441e-31,0.610424358184525,0.688,0.161,1.09779417953556e-26,"0","C07B5.4"
"hbl-1",1.05350879667581e-30,0.926667864385371,0.833,0.266,1.31056494306471e-26,"0","hbl-1"
"W07E11.1",1.2871042446395e-30,1.36182478063227,0.875,0.347,1.60115768033154e-26,"0","W07E11.1"
"C44H9.7",4.83752452885754e-30,1.62989082478681,0.896,0.504,6.01788051389878e-26,"0","C44H9.7"
"pmp-2",5.74107950916506e-30,1.42339699468432,0.938,0.419,7.14190290940133e-26,"0","pmp-2"
"sams-5",7.66032922987416e-30,1.25755309567013,0.885,0.222,9.52944956196345e-26,"0","sams-5"
"math-27",2.2458478401404e-29,1.0374067763831,0.875,0.304,2.79383471313466e-25,"0","math-27"
"lact-4",3.13559754793162e-29,1.46370233081183,0.927,0.47,3.90068334962694e-25,"0","lact-4"
"F46E10.2",5.47480769775857e-29,1.4839657218801,0.99,0.377,6.81066077601166e-25,"0","F46E10.2"
"T21E8.6",1.10102843357999e-28,0.549142752425896,0.521,0.083,1.36967937137351e-24,"0","T21E8.6"
"ces-2",1.79679126894847e-28,0.428853188794647,0.75,0.169,2.2352083385719e-24,"0","ces-2"
