"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"D2005.6",1.39055229939089e-269,3.73283759962287,0.308,0.037,2.58503672456766e-265,"10","D2005.6"
"C23H3.9",9.79249872611954e-268,4.65027311363352,0.317,0.04,1.82042551318562e-263,"10","C23H3.9"
"tnt-4",1.87677156494718e-256,4.66127675166976,0.367,0.058,3.48891833923681e-252,"10","tnt-4"
"tni-4",6.71619503589812e-256,4.33834744910663,0.356,0.055,1.24854065717346e-251,"10","tni-4"
"F55D12.5",4.47860860145154e-253,4.10314348857326,0.294,0.036,8.32573339009842e-249,"10","F55D12.5"
"elf-1",1.10836078643702e-250,4.14443698040181,0.296,0.037,2.06044270198642e-246,"10","elf-1"
"Y87G2A.19",2.4129827841623e-239,4.02892709558592,0.257,0.029,4.48573499575771e-235,"10","Y87G2A.19"
"Y43F8B.3",1.23362240133805e-237,4.28286666862943,0.276,0.034,2.29330404408744e-233,"10","Y43F8B.3"
"tnc-2",1.10273970747382e-227,4.1943635146365,0.358,0.062,2.04999311619384e-223,"10","tnc-2"
"F31E3.12",3.02856506927639e-225,3.80175021819986,0.294,0.041,5.6301024637848e-221,"10","F31E3.12"
"F11E6.8",3.05981613079136e-225,3.22803186665998,0.298,0.041,5.68819818714113e-221,"10","F11E6.8"
"Y18H1A.9",2.10251410715004e-212,3.83097066692879,0.254,0.032,3.90857372519193e-208,"10","Y18H1A.9"
"ifa-1",8.04392416581848e-194,3.95045568620975,0.255,0.035,1.49536550242566e-189,"10","ifa-1"
"F56D2.3.1",3.9714621896654e-192,3.06873356015694,0.375,0.076,7.38294821058798e-188,"10","F56D2.3"
"T03F1.11",5.65937932389667e-192,4.52445217776417,0.447,0.117,1.05207861631239e-187,"10","T03F1.11"
"K10D3.4.1",7.09741752603837e-192,2.69863935110417,0.448,0.108,1.31940991809053e-187,"10","K10D3.4"
"unc-52",9.5144191883009e-188,2.85831066263045,0.544,0.173,1.76873052710514e-183,"10","unc-52"
"F26F2.8.1",1.12301863706556e-182,3.12428589026008,0.3,0.051,2.08769164630488e-178,"10","F26F2.8"
"ZK836.3.1",1.88128716001635e-171,2.74270115058061,0.327,0.064,3.4973128304704e-167,"10","ZK836.3"
"let-522.2",2.36837138469178e-171,2.94409642091608,0.465,0.138,4.40280240414202e-167,"10","let-522"
"pat-12",5.04507584451166e-169,3.04949221664899,0.346,0.073,9.37879599494718e-165,"10","pat-12"
"elo-6.1",1.27004051733285e-165,2.74142071246404,0.298,0.054,2.36100532172178e-161,"10","elo-6"
"ajm-1.2",3.45897566186852e-149,1.87331470763462,0.731,0.391,6.43023575541359e-145,"10","ajm-1"
"wsp-1",8.49740901844353e-148,2.97561202720378,0.386,0.103,1.57966833652865e-143,"10","wsp-1"
"myo-5",5.07128061599087e-143,4.56008982122257,0.257,0.048,9.42751066512703e-139,"10","myo-5"
"let-805",8.6401495643412e-133,2.87948041062646,0.405,0.122,1.60620380401103e-128,"10","let-805"
"T24B8.4",9.3314981131486e-129,2.50556248216467,0.345,0.089,1.73472549923432e-124,"10","T24B8.4"
"ncx-2",2.02635530753569e-127,3.07428136512347,0.273,0.059,3.76699451670884e-123,"10","ncx-2"
"C10G8.8",8.97577869337488e-121,2.84131510293392,0.33,0.088,1.66859725909839e-116,"10","C10G8.8"
"gei-13.2",3.2983086266515e-118,2.36627328657701,0.508,0.207,6.13155573694514e-114,"10","gei-13"
"C50B8.4",2.62074986232382e-110,2.49490047969914,0.34,0.099,4.87197399405999e-106,"10","C50B8.4"
"hil-7.6",3.12048775106028e-109,1.34685116848736,0.983,0.813,5.80098672922105e-105,"10","hil-7"
"F26E4.7.1",3.90697040453384e-105,2.50687165965676,0.318,0.09,7.26305798202841e-101,"10","F26E4.7"
"K02E10.6",7.27142992971694e-103,2.37885349118898,0.277,0.071,1.35175882393438e-98,"10","K02E10.6"
"prmn-1",1.8099313005615e-99,2.51412852850234,0.25,0.059,3.36466228774383e-95,"10","prmn-1"
"apl-1.3",6.95849878371031e-99,1.24399493407063,0.775,0.519,1.29358492389175e-94,"10","apl-1"
"F14B4.1.1",2.97008092687204e-95,2.36315062847173,0.354,0.113,5.52138044305512e-91,"10","F14B4.1"
"hsp-12.2.7",7.48840789104602e-95,2.42896236705798,0.524,0.252,1.39209502694546e-90,"10","hsp-12.2"
"C24A3.2.1",3.49091881145572e-93,1.96127191680604,0.492,0.212,6.48961807049618e-89,"10","C24A3.2"
"hum-6",6.63869329494898e-92,2.30911515510062,0.266,0.07,1.23413308353102e-87,"10","hum-6"
"ketn-1.1",1.55616985440393e-91,2.17830115076236,0.4,0.151,2.8929197593369e-87,"10","ketn-1"
"ifb-1",1.7179427497034e-87,2.54561698254918,0.355,0.123,3.19365557169862e-83,"10","ifb-1"
"clec-78",5.73841329394184e-80,1.95705319284558,0.309,0.1,1.06677103134379e-75,"10","clec-78"
"Y97E10C.1.6",1.5108146958007e-79,1.42532279464282,0.506,0.238,2.8086045194935e-75,"10","Y97E10C.1"
