"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"mcm-7",0.00842343022827764,-2.831326064193,0.014,0.112,1
"nhr-97",0.00844221899173094,-0.110730562175826,0.625,0.393,1
"syp-3",0.00845442714851371,-2.2047430225866,0.014,0.112,1
"F26A1.1",0.00853965330712023,-1.87076757017717,0.111,0.225,1
"T19E7.6",0.00854803086245105,-2.65637825013923,0.014,0.112,1
"catp-8",0.00855867536064591,-0.833974591196646,0.722,0.7,1
"eri-12",0.0085606935011428,-0.538952879848884,0.847,0.739,1
"rpb-7",0.00857213422354934,-1.17787000714557,0.292,0.402,1
"flh-1",0.00862679373924336,-2.78380541626257,0.069,0.183,1
"tbc-6",0.00863543608274406,-1.39566302463359,0.153,0.275,1
"cec-5",0.00863591778502947,-1.38974143665999,0.5,0.547,1
"srj-9",0.00865359139653705,2.01020315729228,0.069,0.019,1
"coh-1",0.00865794264731999,-1.63179233517555,0.153,0.271,1
"C28H8.3",0.0086701701189607,0.196224979666703,0.653,0.505,1
"ugt-58",0.00873036471821067,-1.76268482972499,0.236,0.344,1
"nob-1",0.00877427187787991,-1.44217361001408,0.083,0.207,1
"cdc-48.2",0.00882292241603578,-1.01814783994508,0.306,0.427,1
"dhrs-4",0.0088255849139857,-0.662344830627186,0.694,0.705,1
"brd-1",0.00882779702744355,-2.55278212760536,0,0.088,1
"cutl-13",0.00882780024707989,-2.21546585517074,0,0.088,1
"gpr-2",0.00882780024707989,-2.57379480902998,0,0.088,1
"gstk-1",0.00885006723623288,-0.807851969902687,0.528,0.568,1
"F11D11.3",0.00885583088753304,0.930762598510562,0.139,0.058,1
"cht-1",0.00886047815526069,-4.51892181693983,0.236,0.334,1
"F23F1.5",0.00886558461326135,-1.56143658975277,0.083,0.203,1
"metl-1",0.00887518283813014,-1.2886824818746,0.319,0.403,1
"ucp-4",0.00888146447720105,1.30052877835563,0.153,0.064,1
"cTel55X.1",0.00893081550524325,-0.641480399810243,0.903,0.844,1
"bath-38",0.00896027601758741,-1.04472870810455,0.486,0.498,1
"prdx-3",0.00898548221649632,0.382245291035733,0.611,0.4,1
"let-92",0.0090033981132025,-0.884489617284402,0.625,0.632,1
"frm-10",0.0090228972263347,-0.837390668306811,0.639,0.647,1
"spg-20",0.00904137779315745,-1.50582208576165,0.208,0.325,1
"C48B6.2",0.00906738532684223,-1.74523861733079,0.167,0.276,1
"fbxa-65",0.00907926028351673,0.657000188208221,0.181,0.081,1
"F38E11.9",0.00908106896207599,-2.23653496343788,0.042,0.149,1
"B0546.4",0.00908452655682681,-1.0092174515863,0.472,0.532,1
"F30A10.9",0.00910460426509479,-0.914549786782852,0.708,0.658,1
"kgb-1",0.00914075169078885,0.262314039954463,0.819,0.627,1
"ugt-14",0.00914479556142995,-3.60917493610722,0.014,0.11,1
"ift-81",0.00925487163659311,1.55491163139101,0.083,0.025,1
"nlp-36",0.00926405744806204,0.331057147334501,0.986,0.795,1
"hid-1",0.00934340584588373,-1.85450064279813,0.194,0.298,1
"snpn-1",0.00934849658938551,0.675030651720658,0.292,0.149,1
"zhp-3",0.00935111417976436,-1.38122032152572,0.306,0.41,1
"D1044.6",0.00938220233997678,-2.34564639556072,0.014,0.11,1
"mus-101",0.0094709236279089,-1.69616103947963,0.028,0.134,1
"dgat-2",0.00947621216278802,-1.24697680266104,0.722,0.688,1
"ppfr-1",0.00948556802246524,0.161367542956005,0.653,0.439,1
"Y67H2A.10",0.00949553809326272,-1.58112693348439,0.222,0.325,1
"snu-23",0.00949786568633991,-1.42070740978126,0.306,0.388,1
"hlb-1",0.00952849206083381,-1.26434846189717,0.458,0.514,1
"fncm-1",0.009560627736406,-2.43301188833884,0,0.086,1
"T10E9.2",0.009560627736406,-2.12374131738248,0,0.086,1
"C01G6.2",0.00956063121916885,-2.66588334270377,0,0.086,1
"Y65B4BR.1",0.00956716624632576,0.242063904445573,0.069,0.019,1
"ZK546.2",0.00968642732520165,0.340420920854889,0.556,0.334,1
"sas-5",0.00968779013066669,-1.97431982047079,0.028,0.132,1
"tceb-3",0.00974971597510666,-0.899354761361139,0.389,0.473,1
"T19B4.3",0.00975821852234454,0.325247169416833,0.819,0.747,1
"fbxa-99",0.00979608472943983,0.941101527506496,0.319,0.193,1
"R11E3.2",0.0098019034658733,0.965117299296905,0.111,0.041,1
"nhr-35",0.00984873800466381,-1.12732632002927,0.444,0.52,1
"rrf-2",0.00986157428924431,-2.49680119424954,0.028,0.129,1
"F22E5.7",0.00987357194052872,-2.63556609444846,0.014,0.11,1
"ZK1240.1",0.00989035566094412,-2.44105303795423,0.014,0.108,1
"R05D7.3",0.00989035566094412,-2.98293791519836,0.014,0.108,1
"pkg-2",0.00998814012111349,0.105401015393649,0.875,0.676,1
"F44G4.1",0.00999101859369437,-1.01216537501445,0.444,0.515,1
"D1053.4",0.00999425178617996,0.232581421779391,0.514,0.331,1
"sod-5",0.0100361138346187,-2.94930305336284,0.014,0.108,1
"F48F7.5",0.0100688271220976,0.472557330270579,0.278,0.149,1
"kap-1",0.0100784638241164,-1.91071062774475,0.056,0.166,1
"F45H10.2",0.0101085187422972,0.37487632016968,0.792,0.678,1
"Y45F3A.1",0.0101147858333773,0.599042021998617,0.097,0.032,1
"phf-5",0.0101229778311033,-1.87426260875463,0.069,0.18,1
"rfth-1",0.0101747083018039,-1.83923824079168,0.056,0.169,1
"cyp-13A1",0.0101865930631288,-2.29718539765851,0.083,0.198,1
"egl-44",0.0102601045868214,0.568645547771335,0.417,0.258,1
"gcy-28",0.0102730618775921,0.607312548008212,0.569,0.366,1
"T19D12.4",0.0102993198708858,-0.774339164395236,0.847,0.488,1
"sur-5",0.0103301377287654,0.66964464240165,0.278,0.154,1
"nuaf-3",0.0103351167202268,-1.47587860695225,0.25,0.342,1
"tiar-1",0.0103469174859204,-1.10148134588077,0.375,0.464,1
"F47B8.4",0.0103534103114497,-2.36263086054537,0,0.085,1
"phg-1",0.0103534140787622,-2.58542903653393,0,0.085,1
"C08F1.6",0.0103534140787622,-2.90927972774138,0,0.085,1
"T02G5.14",0.0103534140787622,-2.45006166455638,0,0.085,1
"set-10",0.0103534140787622,-2.09854280726363,0,0.085,1
"nduf-11",0.0104252049968499,0.25318710207904,0.861,0.736,1
"immt-1",0.0104260315095398,0.283760850739395,0.667,0.471,1
"W05H7.1",0.0104341704118756,-1.2123839294848,0.306,0.403,1
"lsy-22",0.0104422962758291,-2.2442246501375,0.056,0.164,1
"Y39G8B.2",0.010442366147881,-1.78056977636501,0.028,0.129,1
"apr-1",0.0104607397180248,-2.3475605785332,0.042,0.146,1
"sbsp-1",0.0104683555659562,0.389690886201054,0.125,0.049,1
"dhhc-6",0.0104759090391329,0.544449768075437,0.417,0.247,1
"sbp-1",0.0105036964039812,0.231117049825438,0.514,0.331,1
"tag-353",0.0105577516696083,0.238215931952142,0.556,0.369,1
"ril-2",0.0105822251154431,0.316636982086636,0.708,0.525,1
"ppfr-2",0.0105905690392843,-1.27523850812946,0.333,0.42,1
"fbxa-141",0.0105915766459976,1.12540819780149,0.194,0.093,1
"fbxa-4",0.0105961666936609,0.683901055888116,0.194,0.088,1
"algn-11",0.0106130294835066,0.500927660207208,0.486,0.3,1
"M01F1.4",0.0106287741765377,0.900596891947875,0.222,0.114,1
"C46C2.2",0.0106445231109699,-1.24768591051693,0.111,0.236,1
"Y47G6A.18",0.010652330907789,0.2670607361777,0.681,0.497,1
"T28D6.4",0.0106612748429371,-2.25840535832366,0.042,0.146,1
"gls-1",0.0106667023932975,-1.27062886878854,0.181,0.29,1
"M7.12",0.0106735157058155,1.3744143120337,0.153,0.068,1
"inx-5",0.0106995418449497,-2.07054291403987,0.028,0.131,1
"pxf-1",0.0107289294449293,-1.74051409431435,0.25,0.344,1
"sek-6",0.0107556474704848,0.243710360497181,0.444,0.258,1
"Y43F8C.13",0.010776090446598,-2.51381120146837,0.208,0.312,1
"srt-42",0.0108132878788676,-3.2446898952438,0.014,0.107,1
"M106.7",0.0108360742617395,-1.49462418307715,0.194,0.307,1
"hda-6",0.0108465057107535,-1.2939407573938,0.097,0.222,1
"prx-19",0.0108890465585965,-0.972129892585459,0.542,0.592,1
"php-3",0.0108895978307354,-2.36319504262977,0.056,0.164,1
"ruvb-2",0.0108949512368326,-1.94466562690661,0.125,0.241,1
"piki-1",0.0109115788866482,-2.27029458133098,0.069,0.18,1
"T20F5.6",0.0109127406055918,-1.47299433448043,0.125,0.242,1
"sma-9",0.0109251185931269,-0.853499426765117,0.5,0.607,1
"C36B1.14",0.0109678276459975,-1.75878313153898,0.028,0.127,1
"fbxa-157",0.0109721956270533,-3.09172931029136,0.014,0.107,1
"unc-76",0.0110029093248382,-0.904697917000358,0.222,0.339,1
"slrp-1",0.0110489192223148,-0.833781544474264,0.389,0.478,1
"madd-3",0.0110912169582127,-1.70479305379345,0.167,0.275,1
"csc-1",0.0110927291894374,-2.36072809205151,0.014,0.107,1
"ZK858.7",0.0111215489897353,-1.08163223817162,0.222,0.341,1
"cyp-35A2",0.0111278207125369,0.346689919878537,0.958,0.849,1
"nhr-70",0.0111319230743254,-0.961091344029617,0.403,0.498,1
"F55F8.2",0.0111481155038855,-1.28822902509568,0.347,0.437,1
"rnr-1",0.0111532677629654,-2.61918813496285,0.028,0.127,1
"pigw-1",0.0111853283751874,-1.43124467615538,0.056,0.169,1
"comt-2",0.0112036988498969,-1.40318516295802,0.014,0.11,1
"F41H10.5",0.0112058820472297,1.45810465693012,0.097,0.034,1
"lact-5",0.0112110376425104,-3.18113052273017,0,0.083,1
"Y75B8A.28",0.0112368339112054,-1.68032800708003,0.153,0.285,1
"nasp-1",0.0112629259603801,-1.72209592758962,0.083,0.197,1
"clu-1",0.0114211507313251,0.289420210734881,0.833,0.663,1
"hst-6",0.0114416046849865,-2.07397674681897,0.028,0.125,1
"taf-8",0.0114801038145577,-2.00820556529594,0.028,0.125,1
"Y48A6B.8",0.0114888866976751,0.607822704118839,0.153,0.066,1
"C48B4.8",0.0115283091244333,3.20375562824709,0.028,0.003,1
"C15H11.11",0.0115364780797089,0.281207106535525,0.417,0.239,1
"lsm-6",0.0116426893597138,-1.06083748971761,0.319,0.425,1
"twf-2",0.0116470151670107,-0.688401925553245,0.653,0.676,1
"hasp-1",0.0116494598404698,-2.95702886564156,0.014,0.105,1
"Y14H12B.1",0.0116593847951928,-1.42732367038401,0.347,0.425,1
"pat-4",0.0116596974674502,-1.16302654046193,0.153,0.268,1
"nduf-6",0.0116757118738675,0.295566599107043,0.778,0.714,1
"H40L08.1",0.0117012013315414,-1.00275600480564,0.375,0.461,1
"T02H6.11",0.0117208818017119,0.257507873953109,0.944,0.88,1
"nhr-142",0.0117261613989804,-2.98869320794011,0.125,0.236,1
"F27E5.9",0.0117410771638169,-1.32823266562926,0.111,0.237,1
"plrg-1",0.0117981013343633,-1.56064261954556,0.181,0.288,1
"Y46H3C.5",0.0118083191005783,-1.06973800317871,0.194,0.32,1
"wrb-1",0.0118142845279126,-1.28825461704631,0.306,0.393,1
"fbxa-13",0.0118162442267014,0.384214566965067,0.25,0.125,1
"K02A6.3",0.0118321047187832,-1.14063319820677,0.236,0.359,1
"F38B7.3",0.0118400571987494,-1.44899071420099,0.236,0.329,1
"Y38H8A.3",0.0118514318467437,3.18184938788885,0.028,0.003,1
"K11H12.9",0.0118514318467437,4.08683912337521,0.028,0.003,1
"C16C8.16",0.0118514318467437,3.17753478339492,0.028,0.003,1
"F09C12.2",0.0118514318467437,3.01936504381133,0.028,0.003,1
"T05F1.15",0.0118514318467437,2.99990620941062,0.028,0.003,1
"pacs-1",0.0119316760380653,-1.65322380088303,0.111,0.229,1
"fbxa-55",0.0119588986589189,1.02085858637582,0.097,0.034,1
"T12D8.5",0.0119778795263524,0.15927504194188,0.569,0.361,1
"asah-2",0.0119922149014574,1.23297857106959,0.111,0.042,1
"fbxa-127",0.0120159851284211,2.98484766623292,0.028,0.003,1
"C08F11.3",0.0120159851284211,2.76116895284587,0.028,0.003,1
"lin-28",0.0120561187127917,-0.730825572318188,0.597,0.622,1
"mrps-31",0.0121262937492198,0.517741722814358,0.403,0.242,1
"acs-3",0.012138796138557,-2.33736085473537,0,0.081,1
"klp-18",0.012138796138557,-2.26095640243251,0,0.081,1
"K10D11.6",0.012138796138557,-3.09168002821777,0,0.081,1
"scc-1",0.012138796138557,-2.26844578028728,0,0.081,1
"tofu-6",0.012138796138557,-2.23141309573192,0,0.081,1
"exc-4",0.012138796138557,-2.13857577698638,0,0.081,1
"sup-35",0.012138796138557,-2.52360889921032,0,0.081,1
"T10C6.10",0.0121825605770669,2.72233309239246,0.028,0.003,1
"rml-3",0.0121825605770669,2.71174919383293,0.028,0.003,1
"F13D12.10",0.0121825605770669,2.78519120171409,0.028,0.003,1
"F42G2.5",0.0121825605770669,1.53898971423297,0.028,0.003,1
"F35E2.1",0.0121825605770669,2.27494842471195,0.028,0.003,1
"crn-5",0.0121955238952802,-1.32994705477267,0.083,0.2,1
"gdi-1",0.0122292875092005,-0.672406477814381,0.792,0.725,1
"pigc-1",0.0122293359330693,0.464970439513852,0.472,0.312,1
"atg-7",0.0122442557755318,-1.94816947005804,0.097,0.207,1
"C02F5.12",0.0122719691708096,-1.52676776337449,0.208,0.314,1
"gmps-1",0.012310783525096,0.26989202351639,0.403,0.241,1
"oac-53",0.0123257574350756,0.775274313820014,0.139,0.058,1
"R08F11.1",0.0123282612991835,-2.59437998906514,0.125,0.231,1
"Y38H6C.24",0.0124199595323247,-3.01288835431322,0.208,0.312,1
"snr-3",0.0125388479792677,-1.25071783646283,0.542,0.561,1
"drr-2",0.0125454206407207,-0.722103844981826,0.667,0.675,1
"tsp-21",0.0125557908495888,-1.79919218541456,0.056,0.163,1
"Y113G7B.27",0.0125576384498694,0.855217745324463,0.139,0.059,1
"rpoa-12",0.0125825709429123,-1.5027490580692,0.347,0.402,1
"hmp-2",0.0125911750062251,-1.30293308849102,0.167,0.275,1
"F34H10.3",0.0126020700817966,0.218020043811187,0.528,0.329,1
"K04G7.1",0.0126073758721765,-2.04450550279252,0.069,0.181,1
"cgt-1",0.0126107861642911,0.233546025814507,0.875,0.654,1
"F54F11.1",0.0126176754026868,0.785280365937915,0.181,0.085,1
"wrm-1",0.0126346685656844,-2.01799200101259,0.028,0.124,1
"F13C5.1",0.012642043910186,0.246441532819306,0.333,0.178,1
"fbxb-100",0.0126867889801576,-2.46570311760947,0.014,0.103,1
"R12C12.5",0.012686792584191,-2.16695877057423,0.014,0.103,1
"cpg-8",0.0126916985113726,-2.00770690516936,0.042,0.149,1
"hcp-2",0.0127330019334445,-2.37758653962272,0.014,0.103,1
"pitp-1",0.0127979140063459,0.817360769624567,0.236,0.124,1
"pcn-1",0.0128473359953897,-3.00510335019365,0.028,0.124,1
"lipl-4",0.0128782496386288,0.462582986918654,0.056,0.014,1
"hel-1",0.0129046071610723,-0.70822365818266,0.778,0.746,1
"Y54E10A.11",0.0129974130285128,0.368967003080029,0.458,0.297,1
"kqt-3",0.0130334970541577,-0.274405958601538,0.569,0.351,1
"pink-1",0.0130520575207069,0.712175313562482,0.375,0.229,1
"K10G4.5",0.0130842031005593,1.26471984126101,0.056,0.014,1
"hmg-5",0.0131094091910275,-1.41114159214917,0.167,0.278,1
"gpcp-2",0.0131409703658076,-0.295115829171725,0.403,0.239,1
"T03D8.6",0.0131424245316674,-2.59665710917351,0,0.08,1
"F17A2.13",0.0131424245316674,-2.52136909492363,0,0.08,1
"R07E3.7",0.0131424245316674,-2.24852819113598,0,0.08,1
"F14H12.6",0.0131424245316674,-2.76017008504244,0,0.08,1
"C10C5.5",0.0131424245316674,-3.91841062198442,0,0.08,1
"C17H12.8",0.0131424245316674,-3.46879411122154,0,0.08,1
"efhd-1",0.0131424245316674,-2.82877152489609,0,0.08,1
"C47F8.1",0.0131424245316674,-2.34128447385892,0,0.08,1
"M01G12.14",0.0131424245316674,-2.8445348615436,0,0.08,1
"seu-1",0.0131712803367412,-1.34983008833084,0.319,0.405,1
"K07B1.4",0.0132033515910819,-2.95213666200231,0.014,0.103,1
"epg-5",0.013211853314886,0.525696860906181,0.444,0.273,1
"B0001.4",0.0132122232412353,-1.62793786912361,0.069,0.178,1
"ndx-3",0.0132308777644511,0.999440070692307,0.278,0.153,1
"hpo-6",0.0132512211016151,-3.01003136861778,0.014,0.103,1
"Y37E11AL.3",0.0132992439812749,-2.34530997715291,0.014,0.103,1
"T02G5.7",0.0133047885219294,-0.88126161137534,0.569,0.62,1
"csn-4",0.0133072271594566,-2.06934216998827,0.153,0.254,1
"spp-17",0.013337211151107,1.74942023681426,0.097,0.036,1
"rml-1",0.0134202726169906,-0.505493104897096,0.847,0.819,1
"F44E2.7",0.0134409720143245,-1.55472481802168,0.125,0.239,1
"trap-2",0.0134670234081387,0.194654690360301,0.931,0.888,1
"F18C12.3",0.0134756817019497,-1.02090466857775,0.319,0.407,1
"ZK154.6",0.0135247954894447,-1.56204876271919,0.181,0.285,1
"Y69A2AR.28",0.0135595421807391,-2.86912335019252,0.25,0.327,1
"C29F7.1",0.0135621676640768,0.172212369279335,0.694,0.478,1
"aakg-2",0.0135644079756192,0.398965413266926,0.472,0.28,1
"Y75B8A.7",0.0136177151825301,-1.01816320983595,0.444,0.488,1
"pdi-3",0.0136213316531584,0.319324703008482,1,0.959,1
"amph-1",0.0136476629147,-0.98676590472665,0.542,0.563,1
"snt-2",0.0136598730803046,0.358806290234333,0.361,0.208,1
"K07F5.12",0.0136729331454551,-1.64414113309794,0.056,0.163,1
"ccm-3",0.013712563528685,-1.07362265818101,0.389,0.468,1
"eri-6",0.0137147211960344,-2.61681197666774,0.014,0.102,1
"dsh-2",0.0137147250705817,-2.20779944522088,0.014,0.102,1
"atg-18",0.0137489284901816,-1.03126442251631,0.444,0.52,1
"F49F1.5",0.0137826791149762,-2.35670097239844,0.139,0.258,1
"F22F7.2",0.013806957624897,-1.44397101073391,0.264,0.353,1
"lbp-4",0.0138126625632853,-0.96326712302843,0.319,0.405,1
"B0393.3",0.0138648147110973,-2.02973667134561,0.014,0.102,1
"dlat-2",0.0138760832441912,0.209374040372814,0.833,0.651,1
"spe-48",0.0138803873791141,0.301080896429868,0.583,0.393,1
"capg-2",0.0139151619661592,-2.30099653432435,0.014,0.102,1
"spe-39",0.0139151658823804,-2.14943003668217,0.014,0.102,1
"nhr-184",0.0139376861236997,0.545105030492483,0.181,0.083,1
"aph-2",0.0139564893681857,-1.64146850465683,0.153,0.268,1
"sqrd-1",0.0139602193602681,-0.915312568697702,0.347,0.469,1
"F45H11.8",0.0139952980275706,0.501421045740346,0.458,0.298,1
"ztf-8",0.0140707194756444,-1.36329324714428,0.125,0.241,1
"rps-17",0.014075591695216,0.179091995162607,0.986,0.966,1
"hsf-1",0.0140799252939828,-1.29543635470283,0.208,0.314,1
"srp-7",0.0140923501812729,-0.76269347721723,0.528,0.603,1
"cest-9.1",0.0140994626894196,0.467563642933668,0.292,0.166,1
"F53F4.11",0.0141651750068787,-0.800205227093966,0.778,0.715,1
"rpb-12",0.0141730597521561,-0.921600386589666,0.681,0.646,1
"T05H4.10",0.0141761726937801,-1.07626253875562,0.208,0.308,1
"C46H3.2",0.0141763923193343,-1.61746478099182,0.125,0.234,1
"Y38H6C.16",0.0142281372366819,-1.93209463106134,0,0.078,1
"efn-4",0.0142281372366819,-2.4231526217045,0,0.078,1
"rod-1",0.0142281372366819,-2.01914744070234,0,0.078,1
"pri-1",0.0142281372366819,-2.2053748810656,0,0.078,1
"tbc-17",0.0142318338958335,-2.06646517201121,0.167,0.269,1
"rde-10",0.0142372580872125,-1.67833084721805,0.069,0.18,1
"B0285.3",0.0143030339393901,-0.980654413003679,0.208,0.324,1
"rpac-19",0.0143043331316053,-1.30227951541765,0.389,0.437,1
"sluh-7",0.0143770255424284,-1.08612760619711,0.347,0.446,1
"ari-1.3",0.0144275956936613,-2.08749045027568,0.042,0.139,1
"C29E4.12",0.0144276008221568,-1.01549315892406,0.5,0.559,1
"goa-1",0.0144744485718549,-0.788843692757247,0.694,0.68,1
"ada-2",0.0144977516180649,-0.850552730418348,0.639,0.617,1
"jmjc-1",0.0145306392035211,-1.13556567122667,0.417,0.463,1
"folt-3",0.0145375738964244,1.5154110625123,0.083,0.027,1
"Y53F4B.9",0.0145960003758745,-2.22193488444297,0.028,0.12,1
"F10C1.9",0.0146477395382844,0.855904213144597,0.097,0.034,1
"F55A11.4",0.0146627275112366,1.89992615844876,0.069,0.02,1
"H27A22.1",0.0146952662997266,-1.48620644402077,0.056,0.164,1
"hot-5",0.0147155641518508,0.603864388785032,0.347,0.21,1
"F10E9.12",0.0147504838365821,2.13705785830811,0.042,0.008,1
"K04G2.9",0.0147522078641269,0.675086834366891,0.389,0.234,1
"F44E5.1",0.0148340094678257,0.165978837549117,0.875,0.829,1
"F54H5.14",0.0148418489752677,0.188008358248108,0.708,0.508,1
"dli-1",0.0148570269117128,-0.728126633393215,0.486,0.568,1
"F43C1.5",0.0149322460827241,-3.12806552818165,0.014,0.1,1
"suf-1",0.0149439710562282,-1.22684595458183,0.375,0.434,1
"elks-1",0.0149491739936224,-1.37562315337058,0.042,0.146,1
"nlp-52",0.0149864047602063,-2.19730066572516,0.014,0.1,1
"snx-14",0.0150051599111856,0.499339577895835,0.403,0.242,1
"Y53F4B.1",0.0150053441227068,-0.971433913818233,0.111,0.232,1
"nit-1",0.0150356785214469,-1.29307088779769,0.194,0.322,1
"nhr-138",0.0150416403819537,0.50888615881417,0.306,0.176,1
"C47D12.5",0.015050019327363,-2.86874366994818,0.028,0.122,1
"fbxa-51",0.0150871480253176,0.735666360955499,0.181,0.086,1
"dsbn-1",0.0151814431392622,0.384701015926725,0.403,0.242,1
"F10B5.2",0.0151877317256462,-1.68504119899004,0.014,0.103,1
"icd-2",0.0152115844834836,-0.236395003394179,0.986,0.924,1
"T01H3.3",0.0152228559742238,-0.718049482823368,0.278,0.414,1
"clec-27",0.015229227118902,0.705855216792335,0.083,0.027,1
"K04F10.7",0.0153026114389855,-0.947083212474265,0.319,0.42,1
"AC8.10",0.0153230716534433,1.23471861772145,0.042,0.008,1
"npr-20",0.0153230716534433,2.07298737531493,0.042,0.008,1
"clec-12",0.0153230716534433,2.27934162510904,0.042,0.008,1
"rbx-1",0.0153782368330129,-0.938959650933352,0.528,0.558,1
"F46E10.18",0.0154026650177047,-3.06424198408115,0,0.076,1
"mcm-3",0.0154026705968244,-2.47713218041414,0,0.076,1
"ttx-1",0.0154026705968244,-2.41374692639526,0,0.076,1
"T25E12.6",0.0154026705968244,-2.93513096710887,0,0.076,1
"C45E5.1",0.0154026705968244,-1.98617090484758,0,0.076,1
"C01B12.8",0.0154026705968244,-2.20498531934331,0,0.076,1
"Y39A1A.9",0.0154026705968244,-2.4422051548043,0,0.076,1
"cutl-25",0.0154026705968244,-2.9702561078938,0,0.076,1
"T23F2.5",0.0154419850666975,-2.40463909932788,0.028,0.12,1
"csk-1",0.0154682062253538,-1.32527537086045,0.139,0.247,1
"M28.4",0.0154692407458996,2.50482062740232,0.042,0.008,1
"gst-19",0.0154704005584708,-2.03306423701411,0.181,0.295,1
"srw-86",0.0155133606318889,-3.58611390093342,0.056,0.158,1
"cpna-2",0.0155529376637236,-2.2247311304759,0.028,0.122,1
"B0244.5",0.0155936673688816,-2.29897409237434,0.014,0.1,1
"gla-3",0.0156166355688089,2.21471036848342,0.042,0.008,1
"bath-25",0.0156166355688089,2.13967185414304,0.042,0.008,1
"ile-2",0.0156332226860341,-0.738504556520381,0.542,0.566,1
"unc-32",0.0156679688658233,-0.873638050927534,0.75,0.722,1
"C03F11.2",0.0156760789506109,0.172581991093269,0.083,0.027,1
"ZK742.3",0.0157255182643111,-2.19716418974044,0.097,0.2,1
"ppk-2",0.0157315254019367,0.484203981414571,0.361,0.22,1
"srsx-34",0.0157553018779062,-2.07511645244542,0.042,0.141,1
"dao-3",0.0157596734376306,-1.83492156109576,0.333,0.397,1
"cas-1",0.0157789938763197,-1.29585179575175,0.125,0.239,1
"nhr-88",0.0157865087002359,0.192549645551411,0.319,0.178,1
"gsp-1",0.0158324581357949,-0.98635565549123,0.514,0.547,1
"ZK829.7",0.0158520217071639,0.224898637458131,0.583,0.392,1
"mys-2",0.0158987945948752,-1.12249306356909,0.028,0.127,1
"cpg-20",0.0159151364900143,1.62067091186774,0.042,0.008,1
"ZC239.13",0.0159151364900143,2.36534821967148,0.042,0.008,1
"cytb-5.1",0.0159376323307759,-0.534324138399454,0.903,0.878,1
"R07E5.19",0.0159596609776997,0.304804073784668,0.25,0.127,1
"Y71F9AL.12",0.0159999303373173,-2.02797387422269,0.028,0.119,1
"flwr-1",0.0160165284937291,-0.717968600945021,0.764,0.707,1
"atf-7",0.0161289079896697,-0.735809609120044,0.722,0.742,1
"jmjd-3.3",0.0161387190730082,-3.2524209855801,0.014,0.098,1
"F08G12.3",0.0161387190730082,-2.20398181349257,0.014,0.098,1
"dsh-1",0.0162178333134999,-1.25775228699397,0.389,0.453,1
"Y92H12BR.2",0.0162243887285118,-1.42873801588344,0.264,0.354,1
"crtc-1",0.0162596113033099,0.744081664579089,0.472,0.32,1
"sorf-2",0.0163474319906313,-1.55047501934524,0.056,0.158,1
"clec-178",0.0163730391926202,0.698188047569667,0.264,0.146,1
"F54D5.9",0.0163743605665353,-2.00067384014676,0.028,0.119,1
"pgph-2",0.0163982173988083,-1.98609709821358,0.069,0.176,1
"W05H9.4",0.0164565120219379,-1.86561753283367,0.042,0.137,1
"nprl-2",0.0164748723760901,0.753396969276409,0.181,0.085,1
"pod-2",0.0164795027896803,-1.10707203865111,0.403,0.497,1
"unc-18",0.0164865953151002,-1.56824848266661,0.139,0.241,1
"Y48G10A.2",0.0165040002743395,-1.52720274745605,0.083,0.19,1
"C47B2.9",0.0165328034040728,0.290712946505061,0.333,0.181,1
"pezo-1",0.0165456057528639,-1.43572119011455,0.667,0.632,1
"hpo-8",0.0165982403227985,0.350595869995774,0.931,0.812,1
"inos-1",0.0166038170891738,-1.84264043568761,0.125,0.227,1
"tba-1",0.0166082191756735,-2.08815030251489,0.125,0.231,1
"inx-7",0.0166465031074267,-2.14513756840141,0.028,0.119,1
"atg-10",0.0166733235182492,-2.07307059197278,0,0.075,1
"hil-1",0.0166733295535922,-2.5434333200837,0,0.075,1
"srbc-43",0.0166733295535922,-2.76586587247631,0,0.075,1
"W02B8.2",0.0166733295535922,-2.62775953372391,0,0.075,1
"pup-3",0.0166733295535922,-2.62512050891637,0,0.075,1
"prk-2",0.0166733295535922,-2.32425149273347,0,0.075,1
"vglu-2",0.0166733295535922,-2.66489159381872,0,0.075,1
"Y75B8A.39",0.0166733295535922,-2.76993020672605,0,0.075,1
"wts-1",0.0167319319679798,-1.02486249250565,0.264,0.361,1
"usp-14",0.016782838399218,0.732504568243513,0.306,0.178,1
"C06B3.7",0.0167862170071763,-1.41452026031515,0.056,0.163,1
"best-13",0.0168233052113477,0.222059129656626,0.444,0.269,1
"ZK973.1",0.0168693822501294,1.0812743597114,0.181,0.086,1
"T04H1.2",0.0168838333516447,0.309557913671024,0.278,0.156,1
"T05A12.3",0.0169033603277605,-0.970758277056803,0.486,0.559,1
"riok-2",0.0170631849015985,-1.11939611096194,0.375,0.454,1
"T07A9.10",0.0170820330444657,-1.0814503606912,0.347,0.41,1
"sym-3",0.0170962546528288,0.729834711922341,0.167,0.08,1
"mcu-1",0.0170978679769946,0.921521328497881,0.167,0.078,1
"ddi-1",0.0171399073080947,-0.978074297779215,0.167,0.273,1
"C01G6.4",0.0171528933234739,-0.799084889936373,0.347,0.436,1
"best-5",0.0171678573187884,0.413212047958188,0.208,0.108,1
"C50B6.9",0.0171835934330169,-1.70941783849112,0.056,0.154,1
