32524
Y65B4A.6b.1	631093	634537	636344	2	2	1158	16926
Y65B4A.3.1	636803	637851	636344	1	5	1160	16924
Y65B4A.2b.1	638128	653986	637851	1	7	1165	16923
Y65B4A.2c.1	642856	653975	653986	1	7	1172	16923
Y65B4A.2a.1	645450	653987	653986	1	6	1179	16923
Y65B4A.7a.1	645625	647241	653987	2	4	1185	16927
Y65B4A.7b.1	645638	645971	653987	2	2	1189	16927
Y65B4A.1.1	654089	659585	653987	1	4	1191	16922
Y65B4A.8.1	659564	663609	659585	2	5	1195	16928
Y65B4A.9a.1	664386	666899	663609	2	6	1200	16929
Y65B4A.9b.1	664391	666901	666899	2	6	1206	16929
Y18H1A.14a.1	667539	674412	666901	2	6	1212	17122
Y18H1A.14b.1	667637	674412	674412	2	4	1218	17122
Y18H1A.11b.1	673164	683456	674412	1	6	1222	16786
Y18H1A.11b.2	680186	683456	683456	1	6	1228	16786
Y18H1A.11a.1	680407	683471	683456	1	5	1234	16786
Y18H1A.11d.1	681354	683256	683471	1	4	1239	16786
Y18H1A.11c.1	681354	683426	683471	1	4	1243	16786
Y18H1A.10.1	683723	686598	683471	2	5	1247	16785
Y18H1A.1.1	688256	691331	686598	1	5	1252	16779
Y18H1A.4.1	692019	694649	691331	2	4	1257	16782
Y18H1A.4.2	692025	694947	694649	2	5	1261	16782
Y18H1A.2b.1	694975	698323	694947	2	3	1266	16780
Y18H1A.2a.1	694978	698321	698323	2	3	1269	16780
Y18H1A.2b.2	694979	697010	698323	2	2	1272	16780
Y18H1A.3a.1	700277	715873	698323	2	11	1274	16781
Y18H1A.3b.1	700633	703816	715873	2	3	1285	16781
Y18H1A.3c.1	700633	706534	715873	2	5	1288	16781
Y18H1A.3d.1	700633	710240	715873	2	7	1293	16781
Y18H1A.3e.1	700633	715874	715873	2	11	1300	16781
Y18H1A.7a.1	717889	719943	715874	2	5	1311	14922
Y18H1A.7b.1	718124	718316	719943	2	2	1316	14922
Y18H1A.6a.1	719928	731077	719943	1	13	1318	14879
Y18H1A.6c.1	720492	730936	731077	1	11	1331	14879
Y18H1A.6b.1	722315	730936	731077	1	7	1342	14879
Y18H1A.6d.1	730391	730936	731077	1	2	1349	14879
Y18H1A.15.1	731007	736561	731077	2	9	1351	17115
Y18H1A.18.1	740800	741884	736561	1	2	1360	17278
Y18H1A.13.1	741877	747212	741884	2	4	1362	14538
Y18H1A.12a.1	745887	748287	747212	1	4	1366	14539
Y18H1A.12b.1	746872	748268	748287	1	3	1370	14539
Y18H1A.9.1	748209	757009	748287	2	11	1373	16784
Y18H1A.8a.1	757297	760446	757009	1	5	1384	16783
Y18H1A.8b.1	759714	760428	760446	1	2	1389	16783
T06A4.2.1	760847	761848	760446	2	4	1391	16659
T06A4.3a.1	763477	770719	761848	1	11	1395	16660
T06A4.3b.1	763648	768940	770719	1	11	1406	16660
T06A4.1b.1	770891	776300	770719	1	10	1417	16658
T06A4.1a.1	770918	776368	776300	1	10	1427	16658
T06A4.1a.2	773161	776368	776368	1	6	1437	16658
ZC123.3a.1	803367	834764	776368	1	18	1443	17038
ZC123.3b.1	812706	834667	834764	1	13	1461	17038
ZC123.3c.1	819376	834667	834764	1	12	1474	17038
ZC123.3d.1	823159	834667	834764	1	10	1486	17038
ZC123.3e.1	827707	834667	834764	1	8	1496	17038
ZC123.3f.1	829860	834667	834764	1	6	1504	17038
ZC123.1.1	837995	841745	834764	1	7	1510	17037
ZC123.4a.1	841741	846762	841745	2	10	1517	17039
ZC123.4b.1	841766	845968	846762	2	8	1527	17039
ZC123.4c.1	841835	844298	846762	2	6	1535	17039
Y95B8A.8.1	853450	872826	846762	1	13	1541	17014
Y95B8A.10a.1	872754	882712	872826	2	10	1554	17015
Y95B8A.10c.1	873480	877796	882712	2	4	1564	17015
Y95B8A.10b.1	875469	882712	882712	2	8	1568	17015
Y95B8A.6c.1	882917	889789	882712	1	6	1576	17013
Y95B8A.6a.1	882943	890206	889789	1	6	1582	17013
Y95B8A.6a.2	883005	890209	890206	1	6	1588	17013
Y95B8A.6d.1	883013	890199	890209	1	6	1594	17013
Y95B8A.6a.3	884897	890210	890209	1	5	1600	17013
Y95B8A.11b.1	889766	895098	890210	2	11	1605	17016
Y95B8A.11a.1	889768	895098	895098	2	11	1616	17016
Y95B8A.11c.1	889931	891626	895098	2	5	1627	17016
Y95B8A.5a.1	897285	907369	895098	1	8	1632	14667
Y95B8A.5b.1	903484	905852	907369	1	3	1640	14667
Y95B8A.5c.1	904616	905852	907369	1	2	1643	14667
Y95B8A.4.1	907447	911188	907369	1	5	1645	17012
Y95B8A.12a.1	912331	919146	911188	2	11	1650	17017
Y95B8A.12f.1	912331	926915	919146	2	10	1661	17017
Y95B8A.12b.1	912342	919179	926915	2	10	1671	17017
Y95B8A.12e.1	912342	926648	926915	2	10	1681	17017
Y95B8A.12c.1	912348	926914	926915	2	11	1691	17017
Y95B8A.12d.1	912440	926561	926915	2	11	1702	17017
Y95B8A.1a.1	938482	947709	926915	1	15	1713	14815
Y95B8A.1b.1	938506	941772	947709	1	4	1728	14815
Y34D9B.1a.1	948568	957372	947709	2	9	1732	14800
Y34D9B.1b.1	948568	957455	957372	2	9	1741	14800
F54A5.2b.3	963691	966928	957455	2	5	1750	16523
F54A5.2a.1	963692	969456	966928	2	8	1755	16523
F54A5.2b.2	963694	968488	969456	2	7	1763	16523
F54A5.2b.1	963694	969394	969456	2	7	1770	16523
F54A5.3b.3	969087	972720	969456	2	4	1777	16524
F54A5.3b.2	969087	973122	972720	2	6	1781	16524
F54A5.3a.1	969087	973132	973122	2	6	1787	16524
F54A5.3b.1	969087	976559	973132	2	5	1793	16524
F54A5.3c	969679	973051	976559	2	5	1798	16524
F54A5.3d	969679	973051	976559	2	6	1803	16524
F54A5.3e	969679	976549	976559	2	4	1809	16524
F54A5.3f	969679	976549	976559	2	4	1813	16524
F54A5.3g	969679	976549	976559	2	6	1817	16524
F54A5.1.1	989670	992177	976559	1	3	1823	16522
C54G6.3.1	995780	1005639	992177	1	7	1826	16389
C54G6.2a.1	1006176	1011449	1005639	1	9	1833	16388
C54G6.2b.1	1009549	1010764	1011449	1	4	1842	16388
C54G6.2c.1	1010228	1010764	1011449	1	2	1846	16388
C54G6.1a.1	1011370	1014454	1011449	2	5	1848	16387
C54G6.1b.1	1011512	1014307	1014454	2	5	1853	16387
C54G6.8.1	1015194	1015741	1014454	2	2	1858	17279
C54G6.5.1	1016404	1017175	1015741	1	2	1860	14999
Y34D9A.11.1	1018842	1019156	1017175	1	1	1862	16807
Y34D9A.1.1	1019826	1029909	1019156	2	5	1863	16800
Y34D9A.4.1	1030632	1033435	1029909	2	4	1868	14987
Y34D9A.3a.1	1034442	1040861	1033435	1	13	1872	16802
Y34D9A.3e.1	1034447	1041046	1040861	1	13	1885	16802
Y34D9A.3f.1	1034544	1040860	1041046	1	12	1898	16802
Y34D9A.3b.1	1034786	1040762	1041046	1	11	1910	16802
Y34D9A.3c.1	1039364	1040762	1041046	1	3	1921	16802
Y34D9A.3d.1	1040184	1040762	1041046	1	2	1924	16802
Y34D9A.7a.1	1041471	1049599	1041046	1	4	1926	16804
Y34D9A.7b.1	1043493	1048185	1049599	1	3	1930	16804
Y34D9A.7c.1	1046575	1048185	1049599	1	2	1933	16804
Y34D9A.6.1	1049595	1050726	1049599	1	2	1935	16803
Y34D9A.8a.1	1050650	1052217	1050726	2	3	1937	16805
Y34D9A.8b.1	1050656	1053825	1052217	2	5	1940	16805
Y34D9A.8c.1	1050923	1052011	1053825	2	2	1945	16805
Y34D9A.10.1	1053893	1066898	1053825	2	9	1947	16806
Y34D9A.2.1	1062292	1065296	1066898	1	3	1956	16801
R06A10.2a.1	1068483	1074342	1066898	1	8	1959	14673
R06A10.2b.1	1070382	1074342	1074342	1	6	1967	14673
R06A10.1b.1	1077424	1088588	1074342	1	5	1973	16623
R06A10.1a.1	1084530	1088585	1088588	1	5	1978	16623
R06A10.5b.1	1088513	1089741	1088588	1	4	1983	17144
R06A10.5a.1	1089124	1089693	1089741	1	2	1987	17144
R06A10.4.1	1089647	1095795	1089741	2	7	1989	16624
ZK993.2a.1	1107577	1112302	1095795	1	5	1996	17066
ZK993.2b.1	1107823	1112250	1112302	1	4	2001	17066
ZK993.5.1	1112417	1115563	1112302	1	4	2005	17280
ZK993.1a.1	1128323	1131764	1115563	1	5	2009	17065
ZK993.1b.1	1129807	1131633	1131764	1	3	2014	17065
Y48G8AL.10a.1	1136365	1154387	1131764	2	13	2017	16890
Y48G8AL.10e.1	1136514	1138065	1154387	2	2	2030	16890
Y48G8AL.10d.1	1136514	1147354	1154387	2	8	2032	16890
Y48G8AL.10c.1	1136514	1150574	1154387	2	9	2040	16890
Y48G8AL.10b.1	1136514	1152136	1154387	2	10	2049	16890
Y48G8AL.14.1	1154513	1156019	1154387	2	2	2059	14482
Y48G8AL.8.1	1156578	1157486	1156019	1	3	2061	14937
Y48G8AL.7.1	1157570	1162922	1157486	1	2	2064	16889
Y48G8AL.11a.1	1162879	1175808	1162922	2	10	2066	14678
Y48G8AL.11c.1	1162952	1164621	1175808	2	2	2076	14678
Y48G8AL.11b.1	1162952	1173950	1175808	2	8	2078	14678
Y48G8AL.6.1	1176472	1190828	1175808	1	9	2086	14972
Y48G8AL.5a.1	1193157	1211375	1190828	1	7	2095	16888
Y48G8AL.5b.1	1198548	1211004	1211375	1	5	2102	16888
Y48G8AL.5c.1	1201878	1211346	1211375	1	4	2107	16888
Y48G8AL.5d.1	1207451	1211004	1211375	1	3	2111	16888
Y48G8AL.1a.1	1211484	1254718	1211375	1	18	2114	16887
Y48G8AL.1a.2	1211491	1254718	1254718	1	18	2132	16887
Y48G8AL.16a.1	1214963	1217279	1254718	2	2	2150	17232
Y48G8AL.16b.1	1214974	1217344	1254718	2	2	2152	17232
Y48G8AL.12.1	1218426	1219001	1254718	2	2	2154	16891
Y48G8AL.13a.3	1223947	1227881	1254718	2	5	2156	16892
Y48G8AL.13a.2	1223947	1229321	1254718	2	5	2161	16892
Y48G8AL.13a.1	1223960	1226811	1254718	2	4	2166	16892
Y48G8AL.13b.1	1224160	1225455	1254718	2	3	2170	16892
Y48G8AL.1b.1	1232529	1254498	1254718	1	13	2173	16887
Y48G8AL.1c.1	1233806	1254498	1254718	1	12	2186	16887
Y48G8AL.1d.1	1236321	1254498	1254718	1	10	2198	16887
Y48G8AL.1e.1	1247434	1254498	1254718	1	4	2208	16887
Y48G8AL.15.1	1254769	1258168	1254718	1	2	2212	16893
Y48G8AR.1b.1	1258200	1268153	1258168	2	8	2214	14671
Y48G8AR.1a.1	1258200	1268154	1268153	2	8	2222	14671
Y48G8AR.1c.1	1259488	1264004	1268154	2	4	2230	14671
Y48G8AR.8.1	1271515	1273032	1268154	1	2	2234	17294
Y48G8AR.2.1	1282100	1285434	1273032	1	9	2236	16894
Y48G8AR.3.1	1287303	1287958	1285434	1	2	2245	16895
K12C11.4a.1	1305561	1328647	1287958	1	13	2247	14805
K12C11.4b.1	1308010	1328150	1328647	1	11	2260	14805
K12C11.4c.1	1311008	1328150	1328647	1	9	2271	14805
K12C11.4d.1	1316673	1328150	1328647	1	7	2280	14805
K12C11.5.1	1332697	1334076	1328647	1	5	2287	17145
K12C11.3b.1	1335320	1336866	1334076	1	2	2292	16610
K12C11.3c.1	1335320	1336866	1336866	1	4	2294	16610
K12C11.3a.1	1335360	1336866	1336866	1	4	2298	16610
K12C11.6.1	1337015	1338215	1336866	1	3	2302	17151
K12C11.7a.1	1338783	1339772	1338215	1	4	2305	17152
K12C11.7b.1	1339436	1339709	1339772	1	2	2309	17152
K12C11.2.1	1340677	1341264	1339772	1	3	2311	14975
K12C11.1a.1	1341271	1344691	1341264	2	3	2314	16609
K12C11.1b.1	1341354	1342581	1344691	2	2	2317	16609
Y92H12BL.1a.1	1348502	1359642	1344691	1	5	2319	17003
Y92H12BL.1b.1	1356109	1358415	1359642	1	2	2324	17003
Y92H12BL.5.1	1365302	1376408	1359642	1	3	2326	17005
Y92H12BL.6.1	1365335	1365397	1376408	1	1	2329	17315
Y92H12BL.7.1	1376941	1379340	1376408	2	2	2330	17328
Y92H12BL.4.1	1383461	1385056	1379340	2	2	2332	17004
Y92H12BM.1.1	1389247	1392758	1385056	2	3	2334	17006
Y92H12BR.7.2	1393045	1402941	1392758	1	6	2337	17010
Y92H12BR.7.1	1394568	1402974	1402941	1	6	2343	17010
Y92H12BR.6.1	1405934	1413099	1402974	1	4	2349	17009
Y92H12BR.2.1	1413916	1415806	1413099	2	5	2353	17007
Y92H12BR.3a.1	1416581	1425200	1415806	1	5	2358	17008
Y92H12BR.3b.1	1416586	1425194	1425200	1	4	2363	17008
Y92H12BR.8.1	1436278	1441333	1425200	1	3	2367	17011
F37F2.2.2	1442047	1443943	1441333	2	4	2370	16480
F37F2.2.1	1442449	1443941	1443943	2	3	2374	16480
F47G6.4a.1	1446496	1465357	1443943	1	18	2377	14996
F37F2.3.1	1451080	1453069	1465357	2	3	2395	14675
F47G6.4b.1	1454468	1465213	1465357	1	11	2398	14996
F47G6.4c.1	1460277	1465213	1465357	1	8	2409	14996
F47G6.3.1	1465596	1469592	1465357	1	7	2417	16499
F47G6.2.1	1471074	1479922	1469592	1	10	2424	16498
F47G6.1a.1	1483082	1490497	1479922	1	10	2434	14604
F47G6.1b.1	1484822	1490320	1490497	1	9	2444	14604
F47G6.1c.1	1485853	1490495	1490497	1	7	2453	14604
F47G6.1c.2	1489065	1490497	1490497	1	2	2460	14604
Y92H12A.5b.1	1490430	1514410	1490497	2	13	2462	17002
Y92H12A.5a.1	1490445	1514416	1514410	2	13	2475	17002
Y92H12A.4a.2	1514754	1540877	1514416	1	16	2488	17001
Y92H12A.4a.1	1514754	1540925	1540877	1	17	2504	17001
Y92H12A.4b	1514761	1540910	1540925	1	17	2521	17001
Y92H12A.4c.1	1517541	1539205	1540925	1	12	2538	17001
Y92H12A.4d.1	1520238	1539205	1540925	1	11	2550	17001
Y92H12A.2a.1	1543524	1556194	1540925	1	11	2561	17000
Y92H12A.2b.1	1550358	1556195	1556194	1	6	2572	17000
Y92H12A.1a.1	1567601	1580207	1556195	1	6	2578	15011
Y92H12A.1b.1	1567608	1579279	1580207	1	6	2584	15011
Y92H12A.1c.1	1570439	1579279	1580207	1	5	2590	15011
Y92H12A.1d.1	1577399	1579279	1580207	1	2	2595	15011
Y73E7A.3a.1	1581393	1593670	1580207	1	12	2597	16988
Y73E7A.3a.2	1584281	1593670	1593670	1	11	2609	16988
Y73E7A.3b.1	1584328	1591158	1593670	1	8	2620	16988
Y73E7A.3c.1	1588356	1593673	1593670	1	9	2628	16988
Y73E7A.3d.1	1588422	1591070	1593673	1	6	2637	16988
Y73E7A.4.1	1594648	1596215	1593673	2	2	2643	16989
Y73E7A.2.1	1601837	1607218	1596215	1	4	2645	16987
Y73E7A.6.1	1607704	1610040	1607218	2	2	2649	16990
Y73E7A.9a.1	1610389	1621334	1610040	1	8	2651	17120
Y73E7A.9b.1	1611808	1619942	1621334	1	5	2659	17120
Y73E7A.9c.1	1613610	1619942	1621334	1	4	2664	17120
Y73E7A.9d.1	1616161	1619942	1621334	1	3	2668	17120
Y73E7A.7a.1	1621313	1628485	1621334	2	7	2671	14496
Y73E7A.7a.2	1621318	1626638	1628485	2	6	2678	14496
Y73E7A.7b.1	1621340	1623883	1628485	2	4	2684	14496
Y73E7A.1a.1	1629002	1633497	1628485	1	5	2688	16986
Y73E7A.1b.1	1629353	1633363	1633497	1	3	2693	16986
Y73E7A.8.1	1634568	1644114	1633497	1	7	2696	16991
Y71G12B.20a.1	1644587	1651456	1644114	2	7	2703	14784
Y71G12B.20d.1	1644870	1648438	1651456	2	5	2710	14784
Y71G12B.20c.1	1644870	1649496	1651456	2	6	2715	14784
Y71G12B.20b	1644870	1651254	1651456	2	6	2721	14784
Y71G12B.18a.1	1652875	1655458	1651456	1	5	2727	16979
Y71G12B.18b.1	1653511	1655332	1655458	1	4	2732	16979
Y71G12B.21.1	1655615	1656762	1655458	2	2	2736	14898
Y71G12B.33b.1	1657512	1663330	1656762	2	5	2738	17106
Y71G12B.33a.1	1657629	1663320	1663330	2	4	2743	17106
Y71G12B.22.1	1663401	1667581	1663330	2	5	2747	16980
Y71G12B.17.1	1667500	1669791	1667581	1	5	2752	16978
Y71G12B.23b.1	1670032	1672741	1669791	2	5	2757	16981
Y71G12B.23a.1	1670035	1672739	1672741	2	6	2762	16981
Y71G12B.35.1	1672852	1676437	1672741	2	5	2768	17216
Y71G12B.16.1	1680445	1685202	1676437	1	5	2773	16977
Y71G12B.31b.1	1686215	1688056	1685202	2	3	2778	17104
Y71G12B.31a.1	1686215	1693456	1688056	2	10	2781	17104
Y71G12B.15a.1	1698348	1701127	1693456	1	3	2791	15084
Y71G12B.15b.1	1699829	1700786	1701127	1	2	2794	15084
Y71G12B.14.1	1701360	1701807	1701127	1	2	2796	14781
Y71G12B.13.1	1702104	1708552	1701807	1	6	2798	16976
Y71G12B.12b.1	1709586	1711031	1708552	1	2	2804	16975
Y71G12B.12c.1	1709586	1715502	1711031	1	4	2806	16975
Y71G12B.12a.1	1709586	1715563	1715502	1	4	2810	16975
Y71G12B.11b.1	1721589	1740667	1715563	1	11	2814	15098
Y71G12B.11a.1	1721591	1740691	1740667	1	10	2825	15098
Y71G12B.11f.1	1726685	1732874	1740691	1	4	2835	15098
Y71G12B.11e.1	1726685	1740271	1740691	1	7	2839	15098
Y71G12B.11c.1	1729826	1740271	1740691	1	6	2846	15098
Y71G12B.11d.1	1733231	1740408	1740691	1	4	2852	15098
Y71G12B.11g.1	1740095	1740271	1740691	1	1	2856	15098
Y71G12B.24a.1	1740640	1751054	1740691	2	5	2857	16982
Y71G12B.24b.1	1740657	1743307	1751054	2	2	2862	16982
Y71G12B.10.1	1751480	1754409	1751054	1	4	2864	16974
Y71G12B.9a.1	1755328	1766399	1754409	1	8	2868	16973
Y71G12B.9b.1	1755329	1763312	1766399	1	5	2876	16973
Y71G12B.9c.1	1763638	1766028	1766399	1	3	2881	16973
Y71G12B.8.1	1767886	1790156	1766399	1	6	2884	16972
Y71G12B.25a.1	1771366	1775932	1790156	2	3	2890	16983
Y71G12B.25b.1	1771541	1773699	1790156	2	2	2893	16983
Y71G12B.26a.1	1779753	1782593	1790156	2	5	2895	16984
