,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12
rpl-38,0.883170459825989,-0.453534638367155,-1.03208221747593,0.772811912310622,1.18056950221571,0.524445638847244,0.99518093309292,-0.548240089822373,-0.836048927403054,1.40828143030769,-1.6026994866996,-0.254251139060573,-1.03760337777148
ant-1.1,-0.212758832308782,-1.0850711594058,-0.495122616337501,0.852620996310841,-0.307356336973325,1.11239178387044,1.88301057051391,-0.922130898343911,-1.16185365472224,1.45684721968568,-0.47579308694388,-0.0302039566978432,-0.614580028647595
rla-0,0.57822966227389,-0.554136156932435,-1.17670961333632,0.608053171014337,0.971966873455085,0.658350724213094,0.899407055280342,-0.673584535434748,-0.592863743866893,1.80344628634367,-1.48106891385245,0.0380281613739359,-1.07911897053152
lbp-1,-0.588094652540255,0.129428332904786,0.497247135626574,-0.608811495168292,-0.604572234071461,-0.609635538110907,-0.607637736887671,1.10998829336055,0.352867233055206,-0.610791611321908,-0.605132183127369,-0.588216308172125,2.73336076445288
nep-17,-0.274067562181623,-0.831240427089148,-0.835287790711574,1.28814346948572,1.30071610759801,1.93986890647518,-0.322091272493024,-0.835871184682394,-0.766987008167592,0.970672725695625,-0.590084525447793,-0.20873553626588,-0.835035902215512
rps-27,0.927919860976377,-0.388581540035147,-0.985785873287376,0.847509391719684,1.2181010908646,0.888262186781785,1.45316474080972,-0.443388428307015,-0.741957138800709,0.504820740031697,-1.55534770380331,-0.811928836232703,-0.912788490717604
ctb-1,0.454798337005258,-0.22326162109047,-0.699475696426542,0.465999363178714,-0.290742404429306,0.329555628172751,-0.66076168315034,-0.758090102896869,0.508222022224777,-0.686041595463069,-0.0889698842195115,2.79115410324814,-1.14238646615352
rps-14,0.933594847293722,-0.443828254293179,-0.842685096433228,0.742256853071191,1.32774253309621,0.585566605618087,1.04897225428845,-0.642366247424904,-0.877896580556823,1.31894886103553,-1.34095929779208,-0.674216753747629,-1.13512972415535
enpl-1,-0.319815910462327,0.139725219550984,1.07771534694399,-0.115882734302303,-0.320467451550042,-0.461493647109646,-0.635697260764408,-0.110615719023094,-0.194308393059097,-0.854863640170734,2.90959836961367,-0.798382859469015,-0.315511320197978
Y37E3.8,1.0738858350597,-0.35771113858415,-1.23202392797643,0.849948475132641,1.50109711686526,0.650252163525814,1.18350885334775,-0.56259302081623,-0.606608490323321,0.334114482372212,-1.52527056416518,-0.194452797000561,-1.1141469874375
C26F1.1,-0.199894702472025,0.279937250114576,-0.66066635875893,-0.437280951044197,-0.192600047457675,-0.560222102851682,-0.551115087292196,1.40934745318718,-0.280016861578086,-0.645646617375192,-0.635171945728988,-0.289057456172759,2.76238742742997
