"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"akir-1",3.83751303625634e-07,-1.73385468685014,0.463,0.501,0.00580078470560508,"3","akir-1"
"cmtr-1.2",3.88549247383806e-07,-2.55594888249658,0.206,0.326,0.00587331042345362,"3","cmtr-1"
"F59C12.4",3.90687664401847e-07,-1.46626526058337,0.332,0.477,0.00590563473509831,"3","F59C12.4"
"cyl-1",4.3120568454804e-07,-1.95015359658744,0.383,0.451,0.00651810512762817,"3","cyl-1"
"fubl-3.1",4.36604181102894e-07,-2.14130198152355,0.332,0.415,0.00659970880155135,"3","fubl-3"
"nos-3.3",5.08052716624336e-07,-2.22240753757946,0.168,0.299,0.00767972486449346,"3","nos-3"
"C14B1.8.1",5.20113928666088e-07,-2.86854868499212,0.121,0.252,0.00786204214571659,"3","C14B1.8"
"sel-2",5.32958999180948e-07,-1.42473521613784,0.617,0.607,0.00805620823161922,"3","sel-2"
"fcd-2.1",5.68087608758647e-07,-2.63307537478418,0.126,0.259,0.00858721229399571,"3","fcd-2"
"tcl-2",6.13425602424232e-07,-2.59466687255894,0.164,0.294,0.00927254140624469,"3","tcl-2"
"sap-49",6.20325853989795e-07,-2.55025210432653,0.164,0.292,0.00937684560890974,"3","sap-49"
"cus-2.1",6.37900094488417e-07,-2.40308607447862,0.159,0.287,0.00964249782828691,"3","cus-2"
"dot-1.1.1",6.50061421092322e-07,-1.67335453334667,0.5,0.525,0.00982632844123154,"3","dot-1.1"
"cacn-1.2",6.59266259937981e-07,-1.92600398315094,0.383,0.442,0.00996546878522252,"3","cacn-1"
"ZK154.5.3",7.02976572228327e-07,-1.8939825464867,0.271,0.383,0.0106261938658034,"3","ZK154.5"
"hrpu-1.1",7.22116719535739e-07,-2.18175856885798,0.402,0.453,0.0109155163325022,"3","hrpu-1"
"pfs-2.1",7.23162731680146e-07,-1.99825626871628,0.271,0.378,0.0109313278520771,"3","pfs-2"
"gck-2.1",7.59449352895759e-07,-2.11992226633342,0.252,0.361,0.0114798364183723,"3","gck-2"
"Y105C5A.1268",7.84398643622012e-07,-1.98301321033781,0.15,0.285,0.0118569698969903,"3","Y105C5A.1268"
