p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
5.57572752630817e-38,3.10857143727102,0.456,0.042,8.42826972876743e-34,4,clec-160
1.80730473997742e-42,3.10752545453435,0.471,0.038,2.73192184494987e-38,4,clec-28
1.25129099232374e-22,3.06144971166244,0.265,0.023,1.89145146399657e-18,4,gst-23
2.70303535248336e-30,3.00365938982299,0.368,0.034,4.08590823881385e-26,4,T25G12.6
7.60457538024963e-25,2.99766923940112,0.368,0.045,1.14950761447853e-20,4,F38A1.9
6.80318564191574e-40,2.86052010528188,0.956,0.286,1.02836954163198e-35,4,T01D3.6
3.31954235423762e-22,2.83426789983299,0.279,0.026,5.01782022266558e-18,4,srw-1
4.6337450241459e-25,2.79691588414038,0.397,0.051,7.00436897849895e-21,4,C08B6.10
5.81721095832568e-35,2.77213760506076,0.662,0.115,8.7932960846051e-31,4,F52E1.14
7.30100757315116e-23,2.76704046756716,0.426,0.068,1.10362030475753e-18,4,C49C3.9
1.85250326539303e-15,2.73674366250234,0.25,0.034,2.8002439359681e-11,4,clec-169
4.45487430360134e-39,2.70887830643463,0.529,0.057,6.73398799732378e-35,4,nspg-12
1.3575166578565e-19,2.69995129158805,0.324,0.044,2.05202218001588e-15,4,F14F9.2
2.74147388681507e-49,2.68740995316769,0.588,0.053,4.14401192730966e-45,4,fil-1
1.90946686735924e-26,2.67545069488856,0.544,0.102,2.88635011670022e-22,4,C08E8.4
1.65488718932359e-14,2.63255840519341,0.353,0.073,2.50152747538153e-10,4,ghi-1
4.71145525822308e-30,2.58414776325149,0.794,0.216,7.12183576833001e-26,4,oac-14
2.4189726206498e-14,2.58346365510402,0.353,0.076,3.65651901337424e-10,4,Y40C7B.4
2.76827983725023e-46,2.56163695414957,0.721,0.102,4.18453180198745e-42,4,M02B7.2
5.15998014487912e-50,2.54133164318026,0.824,0.126,7.79982598699928e-46,4,F49F1.5
1.64892260750749e-31,2.5196878707373,0.382,0.036,2.49251141350832e-27,4,C05G5.7
4.22261986076006e-41,2.50717672138205,0.882,0.238,6.3829121815249e-37,4,cbl-1
4.33277066158802e-51,2.50162553860433,0.956,0.172,6.54941613205646e-47,4,F21D5.3
8.8187792159479e-14,2.39283864104542,0.265,0.043,1.33304666628268e-09,4,dolk-1
1.01195837462234e-23,2.35895543971233,0.25,0.019,1.52967627907913e-19,4,ser-3
1.66882011715122e-23,2.35617897417195,0.294,0.028,2.52258848908578e-19,4,clec-34
1.06610799435929e-17,2.33954517668224,0.353,0.058,1.6115288442735e-13,4,F31D4.8
7.95707441486418e-26,2.33645324802717,0.309,0.028,1.20279136855087e-21,4,lon-8
1.30581663894228e-12,2.3072449569411,0.309,0.065,1.97387243142515e-08,4,Y65B4A.4
1.37279141422812e-24,2.30256684683677,0.456,0.073,2.07511150174723e-20,4,F57B9.3
3.00234972838341e-12,2.26986485524294,0.279,0.055,4.53835184942436e-08,4,lsl-1
5.29074338780586e-16,2.24042142003785,0.279,0.042,7.99748770500734e-12,4,F54F11.1
1.85193414087594e-30,2.23946800398016,0.662,0.126,2.79938364734807e-26,4,F58G6.3
1.60426768573444e-24,2.22995721697932,0.574,0.12,2.42501103375618e-20,4,trpl-5
6.73152141068281e-44,2.22777790051333,0.868,0.174,1.01753677643881e-39,4,acox-1.5
2.33592207144068e-17,2.22495417835979,0.412,0.082,3.53097980318973e-13,4,F58G6.7
1.2499719833347e-33,2.2107242064499,0.5,0.058,1.88945765000873e-29,4,clec-37
5.12547168279396e-17,2.14640600070641,0.485,0.131,7.74766299571135e-13,4,fbxa-6
2.43738955154637e-15,2.13328221867023,0.353,0.067,3.68435804611749e-11,4,cyp-35A1
1.34794365844952e-23,2.12748040895706,0.441,0.071,2.03755163411229e-19,4,T26H5.14
4.08202736894747e-29,2.12538888875218,0.309,0.023,6.170392570901e-25,4,clec-25
2.19231890716193e-30,2.11111703830295,0.397,0.04,3.31390926006598e-26,4,clec-36
3.78282822465374e-15,2.08478614201944,0.294,0.049,5.71812314438659e-11,4,cyp-25A4
6.14393984636856e-16,2.07312553974914,0.368,0.072,9.28717947177071e-12,4,F23G4.1
8.01389621578933e-25,2.05409493536539,0.618,0.139,1.21138055197871e-20,4,oac-57
6.67468513106772e-24,2.05014255236448,0.618,0.146,1.0089454044122e-19,4,C05G5.1
1.1119849604812e-42,2.00868275476997,1,0.22,1.68087646626337e-38,4,ctsa-1.2
3.48304765986501e-23,1.89682601839628,0.471,0.079,5.26497484265195e-19,4,K10D11.3
1.61883305782026e-17,1.81700746019082,0.471,0.108,2.4470280502011e-13,4,H43E16.1
1.79182140105622e-08,1.81527869475146,0.294,0.086,0.000270851722983658,4,xtr-1
1.4484855340777e-18,1.74581083437659,0.515,0.121,2.18953073331185e-14,4,C49G7.7
8.54436119722319e-19,1.69203025001641,0.382,0.065,1.29156563857226e-14,4,arrd-3
5.70404701107063e-13,1.63491725691969,0.588,0.21,8.62223746193436e-09,4,gly-19
1.49847786080525e-26,1.61410538868709,1,0.488,2.26509913439321e-22,4,nep-17
4.38506712432821e-19,1.57008832711058,0.588,0.149,6.62846746513453e-15,4,R07E3.4
1.55643382472903e-18,1.55713612747868,0.721,0.246,2.3527053694604e-14,4,ptr-24
1.07659838701352e-15,1.55303485300646,0.559,0.167,1.62738612180963e-11,4,cyp-35A4
6.65732138830086e-28,1.44014082047508,0.912,0.313,1.00632070105556e-23,4,M28.8
2.06739013756073e-23,1.3909602568945,0.529,0.098,3.12506693193679e-19,4,hrg-6
2.74933641329404e-09,1.37572288806837,0.471,0.185,4.15589692233528e-05,4,best-13
3.70074495901319e-12,1.36884007181724,0.632,0.263,5.59404608004433e-08,4,F28B4.3
2.45468697481209e-21,1.36440670284441,0.397,0.062,3.71050483112595e-17,4,cpr-1
7.14445802531303e-24,1.31840634451126,0.647,0.145,1.07995627510632e-19,4,slc-17.4
3.3340596403092e-22,1.31402584648302,0.941,0.383,5.03976455229139e-18,4,ZC204.12
5.03508129389465e-14,1.26283954445358,0.882,0.436,7.61102888385116e-10,4,gst-5
3.20321158828174e-18,1.26240291327169,0.912,0.494,4.84197463684668e-14,4,Y71F9B.9
3.29632804833974e-22,1.25757150050576,1,0.528,4.98272947787035e-18,4,Y119D3B.21
8.33978974328561e-09,1.24555891706087,0.368,0.118,0.000126064261759505,4,clec-174
4.6757070608544e-16,1.18629193263405,0.882,0.382,7.06779879318751e-12,4,C17E7.13
0.000378496508235586,1.17318274546534,0.25,0.106,1,4,Y57G11C.1131
2.14609220717695e-10,1.1424520107698,0.544,0.209,3.24403298036867e-06,4,K10G6.5
2.21490768245631e-37,1.13256071860259,0.75,0.116,3.34805445280096e-33,4,ctsa-4.1
8.70192618667142e-18,1.12632871011537,1,0.512,1.31538316237725e-13,4,asp-3
8.34805012911508e-13,1.08289693313565,0.441,0.116,1.26189125751703e-08,4,pals-34
2.30546157104119e-16,1.05659204932265,0.809,0.285,3.48493571078587e-12,4,mct-4
7.09566787149647e-18,1.05629723621021,0.971,0.564,1.07258115545541e-13,4,gpa-17
4.06709648532129e-10,1.04475879700482,0.529,0.199,6.14782304721167e-06,4,ZC196.5
3.75363155286727e-19,1.01531530418324,0.941,0.389,5.67398945531416e-15,4,Y39G8B.9
5.19516721401005e-06,-1.01413310763397,0.647,0.337,0.078530147606976,4,F26F12.3
2.35849867243367e-18,-1.45207626681155,0.544,0.121,3.56510659325073e-14,4,lec-8
0.000692290888008287,-1.88508137232324,0.426,0.554,1,4,C05A9.2
7.68078534669861e-05,-2.84806128824488,0.279,0.464,1,4,F52A8.1
0.000926121932800902,-3.60174757258312,0.147,0.3,1,4,C18A11.3
0.00390033911752348,-3.82071401919192,0.235,0.341,1,4,clec-83
0.000361098984410622,-3.92540227630341,0.221,0.381,1,4,ent-2
0.00980728459244969,-4.41090245988064,0.147,0.265,1,4,cht-1
0.000181421820208436,-4.45030424640175,0.074,0.262,1,4,ttr-52
0.00127442807643712,-5.01505531909046,0.176,0.325,1,4,R11A5.3
0.0003182996054975,-5.14394679051057,0.118,0.291,1,4,atz-1
3.79872823690341e-06,-5.17137199233181,0.103,0.353,0.057421576029032,4,W04A8.4
1.06742704516223e-05,-5.56328502855146,0.044,0.28,0.161352272146722,4,rnst-2
0.00493582015510587,-5.63176603986584,0.456,0.482,1,4,ttr-50
4.72301149863567e-06,-6.21180557934021,0.029,0.278,0.0713930418133768,4,pbo-4
9.67463208499304e-07,-6.6136294887325,0,0.272,0.0146241738596755,4,fbxc-51
0.00155829819802278,-6.62353982462045,0.162,0.305,1,4,clec-196
8.78038827919807e-07,-8.65707196131786,0.015,0.29,0.0132724349228358,4,dao-2
2.58696515474036e-39,6.54183306719124,0.25,0.006,3.91045652790552e-35,5,pho-8
1.18721450846962e-86,5.79906026919933,0.559,0.013,1.79459345100268e-82,5,F48G7.5
1.74259603224603e-37,4.92804823901211,0.294,0.012,2.63410816234309e-33,5,oac-58
7.30732320353196e-39,4.64450514581332,0.324,0.015,1.10457497544589e-34,5,Y47H10A.3
5.32248107491431e-44,4.63809848701958,0.397,0.022,8.04546239284047e-40,5,aat-6
3.155050996789e-56,4.27665804300626,0.5,0.028,4.76917508674624e-52,5,B0244.5
1.82906775028065e-34,4.20285340706602,0.368,0.029,2.76481881132424e-30,5,clec-80
1.8222218777069e-103,4.20177211871512,0.603,0.009,2.75447059034174e-99,5,K10D11.6
2.2713735391141e-32,4.19639607533862,0.279,0.014,3.43340824172488e-28,5,asah-2
1.17267581319439e-68,4.19278924040897,0.676,0.049,1.77261675922464e-64,5,F46A8.11
4.00109227860166e-72,4.15977118651362,0.544,0.021,6.04805108833426e-68,5,clec-166
7.35013191351703e-64,4.11537695021756,0.779,0.085,1.11104594004723e-59,5,Y47H9C.1
7.18826202488215e-67,4.10526286198924,0.529,0.023,1.08657768768119e-62,5,C30G12.2
4.86373806734512e-36,4.03199910468891,0.368,0.025,7.35202646259888e-32,5,skr-5
7.73548155130461e-43,3.9780026189277,0.397,0.023,1.1692953912952e-38,5,Y48A6B.8
1.20860574048589e-71,3.94334874062086,0.529,0.019,1.82692843731847e-67,5,clec-42
2.06950066125746e-23,3.86585077879241,0.294,0.029,3.12825719955678e-19,5,fbxa-29
5.22777444806251e-79,3.79067349733338,0.926,0.099,7.90230385569129e-75,5,tag-10
7.32982980722843e-88,3.6976291462504,0.956,0.085,1.10797707366065e-83,5,C14C6.5
1.77291022121125e-99,3.64554415493677,0.985,0.078,2.67993109038292e-95,5,F01D5.1
1.86886603471847e-66,3.5920372782751,0.868,0.115,2.82497789808045e-62,5,ltah-1.2
2.28974520813309e-48,3.50502592459507,0.794,0.137,3.46117885661398e-44,5,F53C11.1
5.82263301607741e-52,3.45750616222423,0.279,0.002,8.80149206710262e-48,5,lys-7
3.39397479463614e-76,3.45173114569518,0.75,0.054,5.130332299572e-72,5,fbxa-136
4.14416143543281e-65,3.3699118120741,0.794,0.084,6.26431442580023e-61,5,H43E16.1
1.13230030460708e-81,3.35165756813893,0.971,0.099,1.71158514044406e-77,5,ctsa-4.1
6.9084261390352e-46,3.33902834318215,0.632,0.074,1.04427769517656e-41,5,K11H3.5
1.70677022244164e-42,3.33615760541746,0.338,0.014,2.57995386824278e-38,5,elp-1
5.49720276270749e-79,3.31653389485138,0.853,0.078,8.30957169610865e-75,5,C31H5.6
2.33122042928044e-51,3.29002001856426,0.897,0.178,3.52387280090032e-47,5,folt-2
5.00466017324652e-50,3.26904681557562,0.794,0.125,7.56504431787944e-46,5,C01B9.1
1.22785021892708e-53,3.23814993448214,0.544,0.04,1.85601839093017e-49,5,F49F1.7
2.92639251320666e-17,3.21724742018366,0.279,0.039,4.42353492296319e-13,5,B0244.6
1.55012248228645e-70,3.18611400407247,0.985,0.137,2.3431651442242e-66,5,Y32F6A.5
1.18447455720901e-56,3.1723484731353,1,0.224,1.79045174067714e-52,5,ctsa-4.2
5.12202002624242e-15,3.13937202629597,0.294,0.051,7.74244547166805e-11,5,irg-4
1.23357670952998e-34,3.06621162131314,0.279,0.012,1.86467455412552e-30,5,F01D5.2
1.09710401217511e-69,3.03958967668066,0.779,0.071,1.65838242480389e-65,5,ent-7
3.35282524586145e-61,3.03284379629478,0.75,0.079,5.06813064164417e-57,5,Y39G8B.10
6.55969833686483e-45,3.02370147526677,1,0.302,9.91564000600488e-41,5,dod-19
7.2190087342299e-77,3.01332816553754,0.779,0.056,1.09122536026619e-72,5,K10D11.3
1.95142039433757e-63,3.01244625969065,0.471,0.017,2.94976706808067e-59,5,K10D11.5
6.95303838664349e-72,2.99446432289937,0.971,0.12,1.05102128252503e-67,5,slc-17.4
7.0640986820421e-25,2.94258407980508,0.279,0.023,1.06780915677748e-20,5,R12A1.3
4.19394270514456e-21,2.92665382710438,0.338,0.045,6.33956379309652e-17,5,B0281.3
1.52842714797382e-38,2.9264951381454,0.647,0.097,2.31037047687722e-34,5,clec-174
2.21853727165011e-27,2.90386889502432,0.279,0.02,3.35354093982631e-23,5,clec-76
9.91720894242805e-23,2.9029931003259,0.441,0.075,1.49908530373742e-18,5,C13B4.1
3.42577508769163e-53,2.85963993210336,0.603,0.053,5.17840162255467e-49,5,snt-5
8.58717716500126e-14,2.83724911624586,0.25,0.039,1.29803770026159e-09,5,fbxa-189
5.42327324810023e-23,2.83079727732635,0.441,0.074,8.19781984182831e-19,5,acox-1.3
1.82717920247944e-57,2.80817575139546,0.985,0.17,2.76196408246793e-53,5,F21D5.3
5.54783353864098e-46,2.79495886995583,0.618,0.073,8.38610517700971e-42,5,E02H4.7
2.6903751430932e-20,2.79322862375673,0.25,0.023,4.06677106629968e-16,5,B0244.4
8.94288329116089e-51,2.79259710567918,0.647,0.067,1.35180623829188e-46,5,slc-17.3
3.47227219484695e-52,2.77664599921842,1,0.22,5.24868664973065e-48,5,ctsa-1.2
1.83995645123462e-20,2.77032072791288,0.368,0.056,2.78127817168625e-16,5,dct-17
7.78608751251982e-37,2.76524736278176,1,0.402,1.1769449883925e-32,5,ctsa-2
2.27181383343292e-16,2.75955919671831,0.294,0.044,3.4340737906172e-12,5,C34H4.1
2.64501377607275e-44,2.75549767200241,0.985,0.272,3.99820282391157e-40,5,mct-4
3.78006624669184e-47,2.73612861956656,0.809,0.127,5.71394813849938e-43,5,F49F1.5
9.16640445346033e-41,2.71351152067908,1,0.376,1.38559369718506e-36,5,clec-17
7.01880963581189e-23,2.68579244619141,0.897,0.4,1.06096326454932e-18,5,ugt-26
7.6947622711583e-93,2.68342777250229,0.897,0.06,1.16314026490829e-88,5,F01D5.5
4.12166712485017e-28,2.59543752206653,0.456,0.063,6.23031202592351e-24,5,fil-1
1.00945400498207e-46,2.58376962395962,0.853,0.171,1.5258906739309e-42,5,ifc-1
1.61059761307938e-37,2.57350998007201,0.971,0.381,2.4345793519308e-33,5,ZC204.12
6.00882003214981e-39,2.44173020800601,1,0.384,9.08293236059766e-35,5,Y39G8B.9
3.53404185844685e-40,2.41942351297886,0.559,0.063,5.34205767322825e-36,5,faah-3
1.74754825650836e-09,2.37668962945967,0.294,0.075,2.64159394453803e-05,5,daf-36
2.04739029748057e-14,2.28813478553244,0.265,0.041,3.09483517367163e-10,5,F43C9.1
9.87673720340861e-34,2.27563355815093,1,0.528,1.49296759566725e-29,5,Y119D3B.21
7.3939464965216e-37,2.26296079864423,0.647,0.096,1.11766895241421e-32,5,F55G11.2
8.13081278235964e-35,2.14124992738061,0.912,0.257,1.22905366018148e-30,5,slc-17.6
3.22109419898431e-31,2.09404648729575,1,0.488,4.86900599118469e-27,5,nep-17
3.29041948616217e-15,2.00556351236145,0.412,0.097,4.97379809528273e-11,5,Y46G5A.20
1.50603739963532e-32,1.96737441230642,0.471,0.056,2.27652613328875e-28,5,cpr-1
1.99697452979221e-37,1.93802784090578,0.765,0.136,3.01862669923391e-33,5,ZC250.4
5.50610974440971e-16,1.91725081700495,0.368,0.072,8.32303548964972e-12,5,F23G4.1
9.45655951071379e-27,1.85525373641685,0.868,0.354,1.4294535356395e-22,5,gst-36
3.71046062462823e-16,1.84335191875401,0.676,0.225,5.60873228018803e-12,5,oac-14
2.95006293646915e-18,1.83606328043898,0.529,0.136,4.45931513476676e-14,5,F58G6.3
1.06358402934469e-10,1.8049277674575,0.338,0.087,1.60771361875743e-06,5,F58G6.7
2.83175819484961e-33,1.79464891770614,0.882,0.238,4.28048568733468e-29,5,cbl-1
7.82281199413287e-35,1.78681023081294,0.824,0.178,1.18249626103312e-30,5,acox-1.5
4.0328270773793e-20,1.77986466971169,0.647,0.181,6.09602141016654e-16,5,C14C11.4
9.7946439017482e-25,1.73969303251315,0.971,0.615,1.48055837218826e-20,5,nlt-1
1.62084626174037e-29,1.72432120693716,1,0.512,2.45007120924674e-25,5,asp-3
4.2170169623941e-09,1.68971489717534,0.397,0.129,6.37444284035493e-05,5,smf-3
3.03215727445257e-08,1.68465962870314,0.265,0.072,0.00045834089360625,5,Y38H6C.23
1.06370126522047e-13,1.58288376270442,0.426,0.108,1.60789083250726e-09,5,C25D7.5
9.5188255525762e-25,1.57046411792799,0.941,0.46,1.43886567052742e-20,5,ampd-1
7.32322828879029e-07,1.56999881134644,0.265,0.081,0.0110697918813354,5,C49C3.9
7.32734713112989e-18,1.49046002649039,0.485,0.106,1.10760179234159e-13,5,C08E8.4
1.45243589325645e-20,1.44838818968203,1,0.589,2.19550209624645e-16,5,lec-9
1.9073608883693e-20,1.32744027883449,1,0.551,2.88316671885904e-16,5,asp-1
5.30872197171542e-23,1.32376704339071,0.882,0.276,8.02466413244502e-19,5,clec-63
3.5007243013996e-07,1.25944174570405,0.25,0.07,0.00529169485399564,5,Y65B4A.4
1.28142820128014e-15,1.22883466317221,0.926,0.626,1.93700686905506e-11,5,gdh-1
3.20471749120183e-14,1.19983913957718,0.456,0.114,4.84425095970068e-10,5,clec-52
1.04330272330799e-12,1.18215133167997,0.544,0.171,1.57705639655235e-08,5,K08D8.4
1.57122263778907e-07,1.17357167156625,0.368,0.128,0.00237506013928196,5,M02B7.2
2.10732546145068e-10,1.17311023148993,0.441,0.142,3.18543316752884e-06,5,clec-65
1.86772426950603e-08,1.16407033050396,0.382,0.127,0.000282325200578532,5,F23F12.13
2.42717605132182e-22,1.16262464621017,0.971,0.351,3.66891931917806e-18,5,ctsa-3.1
4.41731205031783e-21,1.13396915249015,0.353,0.046,6.67720889526043e-17,5,F38A1.9
2.59991083914061e-29,1.12852093151751,0.971,0.285,3.93002522444495e-25,5,T01D3.6
5.54280524548403e-16,1.10028920133753,0.985,0.743,8.37850440907366e-12,5,act-5
2.42312619258178e-13,1.08646864341356,0.838,0.405,3.66279755270662e-09,5,pmp-4
7.91605931713483e-17,1.08646788834692,0.868,0.39,1.1965915263781e-12,5,itr-1
1.83095463501071e-05,1.04682143946307,0.25,0.089,0.276767102628219,5,gba-4
4.56314542203605e-19,1.03569979548433,0.985,0.708,6.89765061994969e-15,5,vha-17
7.08982247506738e-13,1.00983260958996,0.838,0.468,1.07169756533118e-08,5,W07G4.5
3.44440199393835e-05,-1.22427436469707,0.368,0.149,0.52065580540372,5,ccch-1
1.08696221757601e-24,-1.33660042730921,0.426,0.057,1.64305208808789e-20,5,C15H9.11
0.0030993921261807,-1.7702091327453,0.294,0.429,1,5,rpoa-1
0.00235025142434326,-1.84372292039856,0.456,0.529,1,5,Y71F9B.9
0.00125340084897013,-1.84643583003096,0.632,0.608,1,5,cyn-3
0.000352770357525781,-1.91467172029971,0.544,0.587,1,5,H06I04.3
0.00373902927725781,-1.9404430316954,0.294,0.424,1,5,tres-1
0.0017246174914121,-1.99806557023205,0.382,0.481,1,5,utp-20
0.00139606991294671,-1.99856296203656,0.574,0.598,1,5,top-1
3.31341776135812e-15,-2.15510574954235,0.294,0.045,5.00856228806894e-11,5,F01G10.6
2.5226255475895e-14,-2.30771973933482,0.824,0.844,3.81320077773629e-10,5,hsp-90
0.000331276424780815,-2.33418043663439,0.397,0.496,1,5,T10B5.3
3.68039872988877e-05,-3.60331736892587,0.103,0.33,0.556329072009987,5,R11A5.3
8.88065012526043e-06,-3.687155302592,0.059,0.307,0.134239907293437,5,C18A11.3
0.00625584800127003,-3.78811905244162,0.206,0.329,1,5,F44E5.5
7.24360914247109e-06,-4.29555079208972,0.029,0.276,0.109494395797593,5,C54D10.13
6.77083921502376e-05,-4.4581376167312,0.044,0.253,1,5,F22B7.9
7.42757741776862e-07,-5.07300579435081,0.015,0.296,0.011227526024699,5,PDB1.1
7.72002961726622e-07,-5.27874897724265,0.015,0.294,0.0116695967694596,5,klo-1
4.20903286536213e-06,-5.32655613784615,0.029,0.281,0.063623740792814,5,rnst-2
9.74776101286453e-06,-5.33583094078989,0.015,0.251,0.14734715547046,5,his-5
3.17161292161243e-08,-6.25136567584437,0.029,0.359,0.000479421009230935,5,W04A8.4
1.74596889835386e-06,-6.37037032372994,0.015,0.279,0.0263920658675169,5,pbo-4
3.63115211669645e-06,-6.38871656542439,0.015,0.266,0.0548884953959835,5,ttr-52
9.67463208499304e-07,-6.6136294887325,0,0.272,0.0146241738596755,5,fbxc-51
2.72291314264713e-05,-7.47848399949856,0.088,0.31,0.411595550642541,5,clec-196
1.73489315178044e-07,-7.51230740452414,0,0.3,0.00262246448823131,5,atz-1
2.64700738162233e-06,-7.58206982842994,0.029,0.289,0.0400121635806031,5,dao-2
1.48343353943013e-11,-7.682530129224,0.118,0.519,2.24235813820258e-07,5,cpl-1
2.63197474546713e-10,-8.76762636193939,0,0.397,3.97849302524812e-06,5,ent-2
1.44590371060941e-09,-9.27335624751449,0.074,0.436,2.18562804895719e-05,5,cpz-1
1.71504416467566e-08,-9.54063041733372,0.206,0.501,0.000259246075932373,5,ttr-50
7.35224094044564e-83,5.64934903087394,0.939,0.102,1.11136474055776e-78,6,C25F9.11
5.03510122166235e-72,5.5767116389448,0.848,0.091,7.61105900666481e-68,6,C08E3.1
2.54608867360011e-44,5.17671513829395,0.333,0.012,3.84866763901393e-40,6,C36C9.11
6.0688105294077e-80,4.9586670308667,0.788,0.058,9.17361399625268e-76,6,C25F9.16
6.81698870725772e-58,4.90966346094349,0.636,0.057,1.03045601298908e-53,6,Y43F8B.24
1.23858928110064e-36,4.90397258922504,0.318,0.017,1.87225155731174e-32,6,C36C9.12
1.20228681796498e-84,4.78158224910044,0.591,0.018,1.81737675403586e-80,6,F10A3.4
3.83585447544026e-95,4.63589105684646,0.758,0.034,5.79827762507549e-91,6,B0035.13
7.10649792269973e-103,4.55404875306063,0.924,0.059,1.07421822599529e-98,6,srw-86
6.81322912774111e-43,4.5029221355575,0.318,0.011,1.02988771494935e-38,6,C08E3.13
1.39375495269555e-48,4.45652018706863,0.439,0.024,2.1067999864946e-44,6,C25F9.4
1.44102868129914e-24,4.37214334711344,0.455,0.076,2.17825895465178e-20,6,F53A9.1
2.73267387416227e-26,4.283506889402,0.348,0.037,4.13070982818368e-22,6,H20E11.2
2.02332271604613e-73,4.20053968591698,0.697,0.044,3.05845461757533e-69,6,K10G4.3
3.36570405160193e-50,4.06611550448433,0.515,0.037,5.08759824440148e-46,6,C25F9.9
1.28335178831933e-53,4.04637356939386,0.742,0.091,1.9399145632235e-49,6,C25F9.12
1.99577483152054e-38,4.03763123964502,0.455,0.041,3.01681323532644e-34,6,C50B6.7
4.59247781505736e-45,4.01943475654509,0.409,0.022,6.9419894652407e-41,6,F13B6.2
7.55105133742806e-44,4.01314732922737,0.5,0.043,1.14141692016562e-39,6,C25F9.15
1.24808624171473e-56,3.98603802397062,0.788,0.105,1.88660716297598e-52,6,K11H12.4
6.24610561141004e-43,3.97382385967492,0.379,0.02,9.44161324220742e-39,6,sdz-24
4.10652226660756e-48,3.80215805529849,0.364,0.013,6.20741905820398e-44,6,glna-2
1.60122479571202e-38,3.79851791643488,0.394,0.028,2.42041140119829e-34,6,H20E11.1
3.41294363919239e-33,3.77841535059905,0.273,0.012,5.15900560500322e-29,6,T15B7.1
1.03973371736889e-75,3.77522190601837,0.894,0.094,1.57166148717481e-71,6,Y43F8B.13
4.79026933137294e-33,3.7623185999588,0.652,0.121,7.24097112130333e-29,6,F22H10.2
3.69469898331305e-69,3.71398939016451,0.848,0.091,5.584906983176e-65,6,Y43F8B.14
3.3201475153897e-45,3.69020141608856,0.455,0.031,5.01873498426306e-41,6,C36C9.6
8.57299888024667e-27,3.68604511706453,0.333,0.032,1.29589451073809e-22,6,Y34B4A.10
5.79492426674586e-65,3.61590819316478,0.833,0.095,8.75960752161304e-61,6,C49A9.5
2.50502708624216e-34,3.61378505306591,0.303,0.015,3.78659894356364e-30,6,Y69A2AL.2
2.16419268161399e-45,3.61076210731889,0.576,0.057,3.27139365752771e-41,6,T21H3.1
2.73219645173263e-48,3.60849804008087,0.576,0.052,4.12998815643904e-44,6,ZK250.13
3.69178589838086e-42,3.5500656274883,0.576,0.065,5.58050356399251e-38,6,R10E8.6
4.55202418422514e-48,3.51087918221108,0.636,0.068,6.88083975687471e-44,6,pcp-2
7.88258807732512e-50,3.48033726607649,0.833,0.144,1.19153201376847e-45,6,F42A10.6
1.03106105267081e-21,3.44116802353723,0.47,0.093,1.5585518872172e-17,6,ckc-1
1.85852916553572e-40,3.41782569506467,0.485,0.043,2.8093526866238e-36,6,hpo-6
2.5659660257941e-24,3.35689578704832,0.394,0.054,3.87871424459037e-20,6,Y105C5A.13
1.05546220210343e-13,3.35481281301222,0.303,0.061,1.59543666469954e-09,6,K05F1.10
3.88623639420019e-12,3.3470471784041,0.273,0.055,5.87443493347301e-08,6,F28H7.2
2.78354753677088e-39,3.33743827489003,0.667,0.11,4.20761045658287e-35,6,nhr-99
7.44843940552143e-39,3.33034083298774,0.455,0.04,1.12590610053862e-34,6,fbxa-157
9.95412480853781e-42,3.24016914618003,0.591,0.07,1.50466550605858e-37,6,C18H7.11
1.30641157672303e-45,3.17816687985088,0.712,0.104,1.97477173937454e-41,6,clec-48
2.31486065869797e-20,3.16501295182549,0.409,0.075,3.49914337168785e-16,6,tsp-2
2.45525852729922e-39,3.15546454934732,0.788,0.154,3.71136878986551e-35,6,K08D8.4
8.16467255759121e-18,3.14778906977733,0.303,0.044,1.23417190380549e-13,6,C34H4.1
1.56820271744962e-35,3.14004341461865,0.667,0.121,2.37049522769685e-31,6,F28H7.3
1.27254922791934e-49,3.1300800696841,0.864,0.16,1.92358541292287e-45,6,math-4
7.07033465870378e-55,2.97306681989387,1,0.207,1.06875178700966e-50,6,pbo-4
9.3804753310124e-49,2.95155789492068,0.833,0.137,1.41795265103583e-44,6,fbxa-156
6.888185643882e-39,2.93493489865591,0.879,0.225,1.0412181419292e-34,6,aex-5
1.2648062689572e-34,2.91387594601727,0.667,0.116,1.9118811561557e-30,6,abt-4
1.6153480364231e-13,2.89019182795449,0.303,0.059,2.44176009185715e-09,6,ZC262.13
3.57793509765078e-28,2.88808065286536,0.561,0.099,5.40840669360892e-24,6,C25D7.5
8.6924146488572e-28,2.88538890672773,0.515,0.085,1.31394539832125e-23,6,Y17D7C.2
2.51398764224658e-17,2.87218280256845,0.864,0.438,3.80014372001993e-13,6,gst-5
2.83534121732258e-17,2.85999715300424,0.333,0.056,4.28590178410481e-13,6,C50F4.9
2.52588283519335e-12,2.85405180521567,0.288,0.059,3.81812449367827e-08,6,bus-19
2.45327001471851e-15,2.68830018880135,0.576,0.196,3.7083629542485e-11,6,Y38H6C.24
2.81830789157141e-19,2.64789748769637,0.47,0.1,4.26015420889935e-15,6,T19C9.8
2.08553930113302e-26,2.49315725038939,0.712,0.198,3.15250120759267e-22,6,M04C3.5
2.34616056351457e-14,2.38648777797465,0.364,0.076,3.54645630780863e-10,6,F14D7.6
9.20179530923806e-53,2.38292063378384,0.788,0.104,1.39094337894442e-48,6,E02H4.4
